Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
10/1/1984	281.04	0.0052	84133.54	2.51	2.51	301.90	2.002	0.083	138.31	0.000
10/2/1984	283.06	0.0051	84322.38	-0.82	-0.82	265.51	0.113	0.005	214.93	0.000
10/3/1984	285.10	0.0052	84400.03	0.63	0.63	274.23	0.000	0.000	214.61	0.000
10/4/1984	284.91	0.0051	84469.87	1.66	1.66	268.32	0.000	0.000	213.58	0.000
10/5/1984	284.58	0.0054	84497.28	0.70	0.70	266.47	0.000	0.000	211.40	0.000
10/6/1984	285.74	0.0055	84780.41	0.52	0.52	272.71	0.000	0.000	208.62	0.000
10/7/1984	287.66	0.0057	85099.41	0.14	0.14	282.55	0.000	0.000	206.61	0.000
10/8/1984	288.11	0.0051	84890.47	1.46	1.46	273.52	0.000	0.000	206.96	0.000
10/9/1984	286.09	0.0051	84529.78	1.29	1.29	265.77	0.610	0.025	202.95	0.000
10/10/1984	285.84	0.0042	84317.09	1.42	1.42	267.86	0.417	0.017	195.41	0.000
10/11/1984	282.62	0.0062	84200.50	3.26	3.26	316.31	23.618	0.984	146.31	1.477
10/12/1984	281.28	0.0046	84630.36	1.39	1.39	270.28	0.040	0.002	167.06	1.488
10/13/1984	284.35	0.0063	84987.73	2.03	2.03	283.42	0.000	0.000	184.94	0.893
10/14/1984	283.53	0.0042	84497.46	2.49	2.49	247.28	0.000	0.000	197.98	0.667
10/15/1984	279.32	0.0023	83982.33	2.38	2.38	221.16	8.401	0.350	177.57	1.305
10/16/1984	275.13	0.0039	83929.48	0.97	0.97	277.20	10.466	0.436	85.84	7.227
10/17/1984	275.01	0.0042	83672.88	4.83	4.83	271.53	17.433	0.726	183.31	24.829
10/18/1984	274.72	0.0031	84709.49	1.19	1.19	233.17	0.330	0.014	150.48	24.104
10/19/1984	278.06	0.0045	84442.07	2.23	2.23	291.42	6.336	0.264	162.77	26.371
10/20/1984	277.63	0.0046	84044.95	1.90	1.90	241.95	0.109	0.005	173.51	25.327
10/21/1984	278.19	0.0041	84176.99	1.46	1.46	244.76	0.014	0.001	170.90	23.621
10/22/1984	278.96	0.0038	84485.56	0.37	0.37	235.54	0.029	0.001	178.36	21.625
10/23/1984	280.10	0.0034	84639.51	-0.98	-0.98	227.26	0.000	0.000	181.07	19.671
10/24/1984	282.03	0.0039	84560.60	-0.75	-0.75	249.22	0.092	0.004	174.85	17.735
10/25/1984	283.00	0.0038	84343.29	-1.20	-1.20	247.02	0.109	0.005	175.15	15.914
10/26/1984	283.30	0.0046	84361.34	2.29	2.29	289.71	0.296	0.012	79.20	14.764
10/27/1984	278.30	0.0040	84217.94	3.10	3.10	231.93	0.421	0.018	171.88	14.331
10/28/1984	278.05	0.0029	84418.20	2.61	2.61	258.82	0.038	0.002	100.44	13.971
10/29/1984	280.34	0.0053	84573.61	1.90	1.90	295.58	0.487	0.020	123.34	13.376
10/30/1984	279.71	0.0052	84453.75	1.67	1.67	247.16	0.377	0.016	164.43	12.586
10/31/1984	278.47	0.0039	84244.16	1.65	1.65	227.54	0.000	0.000	166.69	12.025
11/1/1984	279.62	0.0030	84678.52	-0.01	-0.01	225.76	0.000	0.000	159.15	11.462
11/2/1984	280.50	0.0036	84759.41	2.46	2.46	261.53	4.459	0.186	63.03	13.067
11/3/1984	279.41	0.0057	84520.65	3.49	3.49	280.62	3.677	0.153	140.31	13.645
11/4/1984	280.04	0.0037	84679.37	0.75	0.75	248.58	1.942	0.081	130.34	13.646
11/5/1984	282.91	0.0039	84563.30	-0.39	-0.39	289.75	1.407	0.059	83.19	13.629
11/6/1984	279.84	0.0053	84297.90	1.58	1.58	301.75	11.798	0.492	101.99	18.868
11/7/1984	277.39	0.0048	84192.19	1.78	1.78	285.92	0.005	0.000	69.86	21.706
11/8/1984	275.79	0.0048	83926.57	3.60	3.60	291.74	41.616	1.734	107.31	56.264
11/9/1984	272.47	0.0031	84848.28	1.41	1.41	225.78	1.208	0.050	133.74	60.896
11/10/1984	275.41	0.0035	84779.32	0.62	0.62	275.39	0.247	0.010	78.19	60.795
11/11/1984	278.17	0.0047	84500.37	0.25	0.25	304.36	6.915	0.288	97.65	63.669
11/12/1984	277.91	0.0045	84113.67	-0.49	-0.49	277.02	6.509	0.271	80.08	69.511
11/13/1984	275.74	0.0047	83855.19	0.90	0.90	291.92	29.197	1.217	96.61	95.016
11/14/1984	274.19	0.0035	84779.87	-0.49	-0.49	243.43	4.645	0.194	110.63	103.029
11/15/1984	276.88	0.0037	84643.04	-0.30	-0.30	269.68	0.062	0.003	120.11	104.067
11/16/1984	275.33	0.0045	84300.47	0.05	0.05	284.07	9.524	0.397	95.64	112.667
11/17/1984	274.54	0.0040	84396.57	-1.25	-1.25	228.48	0.551	0.023	134.42	114.445
11/18/1984	276.25	0.0046	84526.55	1.54	1.54	277.80	3.518	0.147	123.25	115.559
11/19/1984	274.78	0.0035	84709.48	-0.38	-0.38	222.15	0.755	0.031	128.52	116.397
11/20/1984	276.55	0.0041	84649.84	0.40	0.40	280.57	13.242	0.552	97.90	132.580
11/21/1984	273.84	0.0041	84039.65	0.72	0.72	286.81	10.113	0.421	83.52	146.609
11/22/1984	273.86	0.0037	84104.81	-2.78	-2.78	243.49	2.512	0.105	112.81	150.004
11/23/1984	274.52	0.0034	84407.72	-1.89	-1.89	218.56	0.665	0.028	127.46	151.596
11/24/1984	274.66	0.0043	83839.09	2.03	2.03	290.26	23.708	0.988	58.61	177.114
11/25/1984	269.72	0.0031	84007.18	3.42	3.42	244.03	4.264	0.178	78.10	183.820
11/26/1984	267.89	0.0024	84511.35	-0.44	-0.44	213.74	14.379	0.599	99.53	197.761
11/27/1984	273.75	0.0034	84735.96	0.69	0.69	287.46	2.271	0.095	53.27	213.692
11/28/1984	274.13	0.0043	84364.09	3.96	3.96	287.21	30.411	1.267	72.66	247.691
11/29/1984	271.52	0.0031	84560.03	1.06	1.06	217.00	0.091	0.004	114.15	248.376
11/30/1984	273.23	0.0035	84584.92	1.39	1.39	237.27	0.000	0.000	119.93	247.951
12/1/1984	272.64	0.0034	84372.19	1.15	1.15	212.11	0.440	0.018	122.37	248.131
12/2/1984	274.35	0.0036	84313.11	0.49	0.49	244.05	1.625	0.068	99.87	248.592
12/3/1984	273.29	0.0038	84014.07	-0.66	-0.66	280.36	3.282	0.137	75.39	250.848
12/4/1984	272.33	0.0035	84203.98	-1.34	-1.34	213.36	0.005	0.000	118.38	251.344
12/5/1984	274.51	0.0039	84206.16	-1.58	-1.58	272.97	0.862	0.036	90.28	252.675
12/6/1984	275.99	0.0041	84756.91	-1.71	-1.71	267.18	0.067	0.003	96.17	252.567
12/7/1984	277.48	0.0035	84726.40	-0.95	-0.95	242.64	0.000	0.000	113.06	251.933
12/8/1984	276.97	0.0039	84307.20	-0.50	-0.50	279.49	3.099	0.129	70.21	254.359
12/9/1984	276.08	0.0041	84581.41	-0.87	-0.87	260.14	0.119	0.005	92.40	255.020
12/10/1984	275.53	0.0046	84134.70	0.43	0.43	288.46	13.983	0.583	61.70	270.855
12/11/1984	274.10	0.0043	83798.48	1.22	1.22	262.31	2.075	0.086	93.69	274.747
12/12/1984	274.76	0.0043	83898.46	2.91	2.91	266.12	0.637	0.027	81.34	276.615
12/13/1984	269.82	0.0026	83504.05	-0.62	-0.62	189.11	1.404	0.059	117.47	278.872
12/14/1984	270.46	0.0020	83738.34	-2.53	-2.53	188.59	0.549	0.023	114.85	279.869
12/15/1984	271.73	0.0028	83696.27	0.70	0.70	254.72	7.964	0.332	43.77	291.826
12/16/1984	269.70	0.0032	83473.14	3.60	3.60	261.77	19.014	0.792	91.29	322.482
12/17/1984	268.22	0.0023	84015.16	-0.86	-0.86	211.58	3.453	0.144	74.46	327.586
12/18/1984	270.43	0.0026	83746.30	-1.01	-1.01	247.30	1.721	0.072	72.39	330.130
12/19/1984	271.92	0.0036	83716.34	-0.59	-0.59	279.72	4.336	0.181	52.46	338.211
12/20/1984	271.13	0.0034	83881.34	0.92	0.92	249.15	0.998	0.042	93.12	341.326
12/21/1984	270.99	0.0029	84538.39	0.15	0.15	200.71	0.002	0.000	114.81	341.210
12/22/1984	272.23	0.0024	84976.61	-0.30	-0.30	189.26	0.002	0.000	116.17	340.943
12/23/1984	274.02	0.0023	84870.84	-0.68	-0.68	195.30	0.000	0.000	116.43	340.504
12/24/1984	274.06	0.0025	84529.45	-1.40	-1.40	197.73	0.024	0.001	116.24	340.033
12/25/1984	274.20	0.0023	84316.48	-0.97	-0.97	192.66	0.042	0.002	117.30	339.582
12/26/1984	273.67	0.0030	83773.86	0.20	0.20	228.57	0.121	0.005	90.21	339.189
12/27/1984	274.37	0.0036	83593.09	0.92	0.92	244.72	0.018	0.001	113.62	338.804
12/28/1984	273.75	0.0036	83766.06	2.37	2.37	221.49	0.008	0.000	114.73	338.381
12/29/1984	273.24	0.0030	84475.68	0.68	0.68	207.01	0.106	0.004	114.34	338.000
12/30/1984	274.73	0.0031	84977.53	1.87	1.87	226.24	0.000	0.000	114.23	337.453
12/31/1984	274.32	0.0029	84850.09	0.71	0.71	203.81	0.000	0.000	116.89	336.824
1/1/1985	275.12	0.0023	85090.28	-1.73	-1.73	195.41	0.022	0.001	118.59	336.029
1/2/1985	275.67	0.0026	85271.63	-1.85	-1.85	210.47	0.059	0.002	117.38	335.179
1/3/1985	277.16	0.0029	85290.45	-1.38	-1.38	217.92	0.079	0.003	118.03	334.150
1/4/1985	277.53	0.0027	85361.84	-1.45	-1.45	207.64	0.013	0.001	119.82	332.660
1/5/1985	277.87	0.0029	85164.83	-0.25	-0.25	250.21	1.046	0.044	101.41	331.804
1/6/1985	278.32	0.0039	84575.42	-0.74	-0.74	308.06	1.074	0.045	74.39	334.546
1/7/1985	275.86	0.0048	84170.59	0.42	0.42	304.86	17.466	0.728	70.22	350.190
1/8/1985	272.62	0.0038	84082.06	0.93	0.93	242.50	0.802	0.033	120.24	353.957
1/9/1985	272.39	0.0035	84302.66	0.58	0.58	220.51	0.053	0.002	105.46	353.753
1/10/1985	272.25	0.0034	84547.19	-1.33	-1.33	212.91	0.244	0.010	123.81	353.515
1/11/1985	273.89	0.0029	85006.03	-0.46	-0.46	200.06	0.000	0.000	125.29	353.066
1/12/1985	273.79	0.0026	84935.72	-2.76	-2.76	190.28	0.000	0.000	127.58	352.506
1/13/1985	274.93	0.0026	84770.20	-2.81	-2.81	201.29	0.000	0.000	126.66	351.868
1/14/1985	276.95	0.0026	84808.88	-0.42	-0.42	209.63	0.000	0.000	126.68	350.855
1/15/1985	277.84	0.0028	84772.98	0.27	0.27	227.74	0.000	0.000	124.71	349.321
1/16/1985	278.48	0.0030	84773.96	-1.58	-1.58	228.59	0.011	0.000	126.33	347.412
1/17/1985	279.46	0.0032	85140.22	-2.46	-2.46	232.74	0.013	0.001	127.38	345.026
1/18/1985	277.97	0.0031	84931.73	0.13	0.13	226.45	0.000	0.000	129.59	342.431
1/19/1985	276.39	0.0029	84618.83	0.00	0.00	220.40	0.000	0.000	130.48	340.270
1/20/1985	276.43	0.0029	84590.97	0.55	0.55	217.79	0.000	0.000	133.32	338.373
1/21/1985	274.81	0.0029	84313.23	0.30	0.30	211.82	0.000	0.000	134.94	336.772
1/22/1985	273.71	0.0030	84369.22	-1.48	-1.48	206.02	0.000	0.000	136.83	335.565
1/23/1985	273.21	0.0030	84408.41	-0.24	-0.24	202.13	0.000	0.000	137.29	334.770
1/24/1985	271.87	0.0028	84422.52	0.77	0.77	199.98	0.160	0.007	138.62	334.488
1/25/1985	272.70	0.0031	84604.47	0.51	0.51	261.74	0.135	0.006	74.55	335.306
1/26/1985	273.54	0.0037	84571.64	0.99	0.99	285.97	5.317	0.222	74.74	344.464
1/27/1985	271.77	0.0034	84508.91	0.33	0.33	237.39	1.320	0.055	135.67	347.623
1/28/1985	270.89	0.0032	84286.38	1.73	1.73	246.78	2.461	0.103	79.25	348.146
1/29/1985	268.86	0.0028	84109.45	1.62	1.62	200.75	0.754	0.031	144.77	348.601
1/30/1985	267.93	0.0024	84126.02	0.72	0.72	185.97	0.661	0.028	149.91	348.709
1/31/1985	268.04	0.0020	84128.30	1.24	1.24	182.29	1.582	0.066	146.83	349.749
2/1/1985	267.96	0.0021	83943.12	1.05	1.05	193.14	0.014	0.001	140.48	350.903
2/2/1985	269.38	0.0029	83541.53	2.42	2.42	247.36	6.664	0.278	115.58	357.343
2/3/1985	268.12	0.0026	83681.06	2.26	2.26	235.05	0.952	0.040	85.22	357.975
2/4/1985	268.23	0.0026	83976.59	0.79	0.79	217.53	0.000	0.000	150.71	358.356
2/5/1985	269.70	0.0022	84428.08	0.44	0.44	210.22	1.252	0.052	137.12	359.132
2/6/1985	271.17	0.0023	84366.68	1.52	1.52	203.93	0.015	0.001	134.22	359.110
2/7/1985	272.85	0.0035	84523.42	1.71	1.71	287.21	11.720	0.488	74.42	369.917
2/8/1985	273.82	0.0043	84146.07	3.61	3.61	292.96	39.988	1.666	104.30	420.147
2/9/1985	271.45	0.0034	84058.38	3.67	3.67	241.05	7.919	0.330	141.12	439.914
2/10/1985	269.77	0.0023	84695.45	0.18	0.18	192.67	0.779	0.032	158.65	441.190
2/11/1985	274.92	0.0027	85154.35	0.30	0.30	249.48	0.720	0.030	122.19	442.550
2/12/1985	278.39	0.0041	85129.87	0.87	0.87	281.75	0.000	0.000	143.90	442.080
2/13/1985	278.21	0.0038	85001.89	-0.58	-0.58	226.33	0.000	0.000	168.09	440.952
2/14/1985	280.65	0.0037	85277.27	-0.09	-0.09	229.81	0.011	0.000	167.58	438.779
2/15/1985	281.31	0.0038	85124.86	0.90	0.90	236.14	0.071	0.003	169.90	435.682
2/16/1985	281.18	0.0037	84562.76	1.55	1.55	232.27	0.016	0.001	170.41	431.860
2/17/1985	280.53	0.0038	84333.16	1.96	1.96	254.30	0.000	0.000	145.71	428.233
2/18/1985	279.72	0.0040	84550.05	-0.48	-0.48	236.24	0.000	0.000	175.25	424.767
2/19/1985	279.72	0.0041	84578.41	1.02	1.02	231.32	0.000	0.000	176.08	420.926
2/20/1985	275.84	0.0038	83788.03	2.45	2.45	217.72	0.514	0.021	181.96	419.162
2/21/1985	274.48	0.0024	83863.84	-3.16	-3.16	199.74	0.073	0.003	184.14	417.600
2/22/1985	278.93	0.0035	84378.81	-1.84	-1.84	228.53	0.000	0.000	183.84	414.376
2/23/1985	279.48	0.0034	84691.18	-1.22	-1.22	224.86	0.000	0.000	185.92	410.161
2/24/1985	280.74	0.0037	85050.25	0.36	0.36	227.39	0.000	0.000	187.36	405.411
2/25/1985	280.08	0.0040	84784.48	1.26	1.26	232.70	0.000	0.000	189.21	400.381
2/26/1985	279.46	0.0039	84493.48	0.52	0.52	229.19	0.000	0.000	190.03	395.501
2/27/1985	279.77	0.0041	84325.88	-0.96	-0.96	238.77	0.000	0.000	188.86	390.591
2/28/1985	279.73	0.0038	84676.29	0.20	0.20	229.20	0.000	0.000	195.64	385.597
3/1/1985	279.08	0.0036	84541.28	2.27	2.27	229.51	1.626	0.068	202.77	383.325
3/2/1985	273.18	0.0036	83531.53	4.45	4.45	271.23	13.797	0.575	117.41	395.251
3/3/1985	270.26	0.0023	83869.64	1.46	1.46	199.96	0.742	0.031	203.94	397.445
3/4/1985	271.81	0.0028	84038.43	3.20	3.20	237.71	2.602	0.108	106.53	399.016
3/5/1985	271.32	0.0030	83918.25	1.42	1.42	248.71	0.646	0.027	112.56	402.318
3/6/1985	270.10	0.0032	83761.59	1.96	1.96	266.86	23.552	0.981	124.36	434.455
3/7/1985	270.80	0.0033	83958.92	1.38	1.38	268.42	16.289	0.679	150.49	464.506
3/8/1985	273.91	0.0027	84503.06	-0.86	-0.86	214.95	0.000	0.000	206.25	465.752
3/9/1985	277.85	0.0036	84568.63	-0.65	-0.65	251.77	1.742	0.073	177.34	465.627
3/10/1985	277.06	0.0049	84323.41	0.22	0.22	290.69	12.736	0.531	121.69	475.381
3/11/1985	275.22	0.0044	84320.66	0.13	0.13	291.56	11.776	0.491	104.31	489.004
3/12/1985	274.83	0.0038	84368.47	0.88	0.88	231.67	0.655	0.027	219.36	489.389
3/13/1985	276.32	0.0036	84387.14	-1.23	-1.23	215.42	0.526	0.022	228.49	487.956
3/14/1985	277.88	0.0036	84336.56	-0.59	-0.59	221.66	0.531	0.022	227.97	486.003
3/15/1985	278.22	0.0037	84277.52	-0.24	-0.24	228.23	0.135	0.006	230.60	482.979
3/16/1985	278.12	0.0041	84441.72	0.17	0.17	231.42	0.535	0.022	228.53	479.690
3/17/1985	278.18	0.0045	84549.99	0.13	0.13	248.37	0.991	0.041	207.91	476.528
3/18/1985	276.35	0.0046	84313.17	0.47	0.47	283.28	6.787	0.283	150.08	479.747
3/19/1985	275.98	0.0042	84548.07	-0.35	-0.35	238.79	0.309	0.013	224.74	479.062
3/20/1985	278.24	0.0041	84801.74	0.72	0.72	229.31	0.000	0.000	239.84	474.894
3/21/1985	276.98	0.0037	84570.78	3.11	3.11	216.65	0.000	0.000	245.24	470.655
3/22/1985	275.77	0.0031	84454.03	2.02	2.02	213.20	0.000	0.000	244.81	466.715
3/23/1985	278.31	0.0034	84653.52	2.00	2.00	225.65	0.000	0.000	246.82	461.418
3/24/1985	278.86	0.0037	84425.52	3.17	3.17	226.49	1.803	0.075	231.17	457.421
3/25/1985	275.55	0.0040	83975.30	4.25	4.25	260.71	7.276	0.303	220.56	457.305
3/26/1985	271.47	0.0032	83951.54	2.00	2.00	235.78	12.707	0.529	171.94	479.003
3/27/1985	272.99	0.0041	83622.31	5.85	5.85	287.97	34.289	1.429	110.96	532.598
3/28/1985	271.52	0.0035	83667.76	5.20	5.20	269.53	19.378	0.807	164.13	565.313
3/29/1985	269.95	0.0027	84163.77	0.08	0.08	199.04	0.054	0.002	253.70	566.113
3/30/1985	274.35	0.0032	84923.26	-0.77	-0.77	218.46	0.000	0.000	255.74	564.236
3/31/1985	278.92	0.0043	85126.12	-1.35	-1.35	233.13	0.000	0.000	261.45	559.441
4/1/1985	282.41	0.0045	85183.97	-2.45	-2.45	238.25	0.000	0.000	272.25	551.623
4/2/1985	285.13	0.0052	85142.87	-1.08	-1.08	249.73	0.000	0.000	270.03	541.433
4/3/1985	284.84	0.0054	84701.00	0.53	0.53	250.45	0.000	0.000	275.30	530.963
4/4/1985	284.05	0.0053	84216.45	-0.60	-0.60	249.78	0.025	0.001	274.44	520.528
4/5/1985	284.84	0.0055	84243.61	-0.94	-0.94	254.00	0.030	0.001	267.42	509.173
4/6/1985	285.34	0.0057	84491.33	0.55	0.55	258.27	0.000	0.000	276.64	497.042
4/7/1985	283.49	0.0049	84792.63	-0.29	-0.29	248.33	0.000	0.000	282.52	485.355
4/8/1985	283.89	0.0048	84846.87	-0.25	-0.25	250.05	0.000	0.000	280.83	473.965
4/9/1985	284.28	0.0049	84645.61	-0.26	-0.26	246.76	0.000	0.000	286.45	462.373
4/10/1985	281.75	0.0048	84467.37	1.35	1.35	247.21	0.000	0.000	280.55	451.602
4/11/1985	281.03	0.0048	84677.65	1.55	1.55	242.21	0.000	0.000	288.68	441.413
4/12/1985	282.51	0.0044	84986.10	-0.67	-0.67	242.22	0.000	0.000	290.75	430.232
4/13/1985	285.27	0.0049	85081.22	-1.85	-1.85	254.17	0.000	0.000	292.14	417.385
4/14/1985	287.62	0.0053	84744.88	-0.85	-0.85	262.13	0.000	0.000	292.40	403.614
4/15/1985	286.19	0.0055	84206.47	0.55	0.55	277.62	0.000	0.000	234.47	391.140
4/16/1985	281.39	0.0047	83861.36	0.76	0.76	255.93	0.836	0.035	265.13	382.105
4/17/1985	277.74	0.0047	83869.19	1.05	1.05	293.13	9.890	0.412	178.40	386.792
4/18/1985	278.19	0.0045	84115.34	0.66	0.66	252.03	0.206	0.009	269.02	383.451
4/19/1985	278.38	0.0049	84221.13	4.58	4.58	261.67	0.000	0.000	293.64	376.895
4/20/1985	273.53	0.0033	83959.27	2.76	2.76	248.98	1.870	0.078	137.74	375.508
4/21/1985	274.93	0.0043	83790.41	1.59	1.59	286.75	1.813	0.076	166.34	376.189
4/22/1985	277.86	0.0047	84087.00	1.70	1.70	255.28	0.107	0.004	291.74	371.463
4/23/1985	280.68	0.0046	84617.54	2.37	2.37	241.92	0.000	0.000	298.88	362.656
4/24/1985	280.61	0.0039	84626.66	2.14	2.14	222.78	0.000	0.000	315.89	354.178
4/25/1985	276.62	0.0029	84098.75	2.33	2.33	209.56	0.093	0.004	316.22	348.971
4/26/1985	275.84	0.0027	83824.36	-1.99	-1.99	207.28	0.006	0.000	316.12	345.517
4/27/1985	280.11	0.0035	84086.41	-2.98	-2.98	231.82	0.156	0.006	314.80	339.674
4/28/1985	282.89	0.0038	84479.23	0.58	0.58	241.36	0.000	0.000	305.53	330.794
4/29/1985	282.98	0.0040	84761.75	0.87	0.87	263.05	0.000	0.000	290.72	321.378
4/30/1985	284.18	0.0043	84692.91	-0.52	-0.52	248.05	0.000	0.000	316.74	310.796
5/1/1985	286.06	0.0046	84555.21	0.04	0.04	255.24	0.000	0.000	323.30	298.979
5/2/1985	285.71	0.0048	84449.02	1.51	1.51	268.56	0.000	0.000	304.09	287.528
5/3/1985	282.63	0.0046	84506.16	2.48	2.48	244.45	0.000	0.000	328.45	277.861
5/4/1985	281.86	0.0040	84345.21	1.59	1.59	232.50	0.000	0.000	331.58	269.056
5/5/1985	283.58	0.0044	84073.60	0.54	0.54	251.30	0.000	0.000	325.89	259.764
5/6/1985	282.77	0.0046	84047.27	1.66	1.66	248.73	0.000	0.000	329.78	250.815
5/7/1985	281.13	0.0047	84248.73	1.23	1.23	246.96	0.000	0.000	326.90	243.027
5/8/1985	280.33	0.0042	84329.34	1.50	1.50	251.96	0.035	0.001	294.54	236.599
5/9/1985	280.84	0.0045	84144.73	1.91	1.91	286.91	0.042	0.002	226.03	231.660
5/10/1985	278.30	0.0042	84036.17	3.01	3.01	273.36	0.123	0.005	283.75	227.870
5/11/1985	278.89	0.0044	84226.14	1.25	1.25	254.34	0.000	0.000	312.15	222.222
5/12/1985	280.59	0.0042	84280.49	1.32	1.32	246.14	0.035	0.001	334.60	215.525
5/13/1985	283.48	0.0043	84545.91	0.41	0.41	250.24	0.042	0.002	336.73	208.187
5/14/1985	285.33	0.0047	84432.52	2.92	2.92	255.49	0.040	0.002	340.23	200.059
5/15/1985	285.07	0.0044	84103.69	2.76	2.76	247.61	0.104	0.004	343.03	192.382
5/16/1985	284.65	0.0051	84221.43	1.10	1.10	258.91	0.016	0.001	339.55	184.967
5/17/1985	283.35	0.0048	84529.71	0.45	0.45	248.95	0.000	0.000	343.38	177.824
5/18/1985	283.69	0.0048	84443.30	0.84	0.84	250.28	0.019	0.001	337.23	170.719
5/19/1985	284.49	0.0052	84128.84	1.48	1.48	257.58	0.022	0.001	342.31	163.484
5/20/1985	283.84	0.0049	84228.41	2.64	2.64	249.80	0.000	0.000	345.87	156.842
5/21/1985	284.14	0.0048	84512.11	-0.20	-0.20	253.18	0.000	0.000	344.88	150.659
5/22/1985	286.71	0.0051	84641.79	0.01	0.01	269.32	0.000	0.000	340.05	143.882
5/23/1985	287.68	0.0062	84670.31	0.86	0.86	277.81	0.000	0.000	342.15	136.936
5/24/1985	286.94	0.0058	84582.42	0.96	0.96	273.03	0.000	0.000	343.38	130.255
5/25/1985	285.70	0.0051	84320.09	1.07	1.07	257.70	0.000	0.000	348.13	124.136
5/26/1985	283.61	0.0051	84112.00	1.56	1.56	255.62	0.000	0.000	334.50	119.036
5/27/1985	282.69	0.0054	84146.34	1.84	1.84	262.18	0.000	0.000	331.21	114.599
5/28/1985	281.48	0.0050	84338.13	2.94	2.94	253.91	0.000	0.000	330.71	110.800
5/29/1985	280.45	0.0047	84352.94	4.10	4.10	279.62	0.080	0.003	337.30	108.090
5/30/1985	281.59	0.0035	84298.06	1.03	1.03	232.03	0.040	0.002	354.79	105.027
5/31/1985	281.42	0.0038	84077.88	2.03	2.03	253.61	0.000	0.000	255.95	102.010
6/1/1985	279.28	0.0043	84314.54	1.98	1.98	251.89	1.954	0.081	324.46	99.790
6/2/1985	279.55	0.0046	84236.37	1.56	1.56	301.91	2.961	0.123	184.59	98.275
6/3/1985	281.11	0.0057	84176.31	0.23	0.23	272.56	1.885	0.079	323.16	96.138
6/4/1985	286.08	0.0063	84565.52	1.62	1.62	287.62	0.217	0.009	327.03	91.359
6/5/1985	287.98	0.0073	84544.60	1.81	1.81	301.55	0.000	0.000	322.74	85.864
6/6/1985	289.30	0.0069	84718.53	2.20	2.20	294.34	0.231	0.010	342.40	80.256
6/7/1985	291.22	0.0062	84855.54	1.69	1.69	282.96	0.000	0.000	348.68	74.794
6/8/1985	290.74	0.0056	84855.08	2.05	2.05	276.48	0.000	0.000	350.44	69.835
6/9/1985	291.75	0.0063	84604.35	1.61	1.61	288.96	0.000	0.000	341.62	65.408
6/10/1985	291.73	0.0057	84444.34	0.63	0.63	282.72	0.000	0.000	347.07	61.350
6/11/1985	293.27	0.0059	84578.23	-1.01	-1.01	292.31	0.000	0.000	350.28	57.334
6/12/1985	294.11	0.0059	84671.69	0.32	0.32	295.22	0.000	0.000	349.20	53.388
6/13/1985	293.38	0.0064	84503.78	0.84	0.84	296.05	0.000	0.000	349.62	49.800
6/14/1985	293.53	0.0066	84422.64	0.65	0.65	294.58	0.000	0.000	350.07	46.399
6/15/1985	294.09	0.0066	84407.07	-0.43	-0.43	298.62	0.000	0.000	349.84	43.198
6/16/1985	295.50	0.0073	84380.36	-0.40	-0.40	308.37	0.000	0.000	349.16	40.111
6/17/1985	295.73	0.0078	84542.71	-0.49	-0.49	314.49	0.000	0.000	344.43	37.052
6/18/1985	295.62	0.0077	84737.13	-0.66	-0.66	313.40	0.000	0.000	346.29	34.048
6/19/1985	294.63	0.0069	84468.89	-0.25	-0.25	307.04	0.000	0.000	348.93	31.230
6/20/1985	291.98	0.0068	84162.53	0.37	0.37	294.77	0.081	0.003	348.87	28.985
6/21/1985	292.88	0.0071	84223.27	-0.49	-0.49	302.10	0.000	0.000	348.65	27.041
6/22/1985	293.29	0.0074	84492.57	0.00	0.00	303.06	0.000	0.000	349.19	25.245
6/23/1985	291.32	0.0071	84586.66	1.31	1.31	296.63	0.000	0.000	347.70	23.662
6/24/1985	290.26	0.0068	84310.26	1.95	1.95	295.43	0.000	0.000	344.89	22.340
6/25/1985	288.24	0.0053	84313.75	2.19	2.19	265.82	0.000	0.000	357.98	21.364
6/26/1985	289.94	0.0041	84613.92	-0.04	-0.04	263.81	0.007	0.000	356.27	20.458
6/27/1985	292.26	0.0048	84792.32	0.72	0.72	280.19	0.031	0.001	339.53	19.397
6/28/1985	293.35	0.0051	84770.48	0.70	0.70	291.10	0.026	0.001	331.67	18.295
6/29/1985	291.17	0.0052	84689.97	2.27	2.27	291.20	0.000	0.000	343.68	17.305
6/30/1985	289.35	0.0045	84907.73	1.39	1.39	272.85	0.000	0.000	346.43	16.501
7/1/1985	292.05	0.0049	85074.20	0.73	0.73	289.55	0.000	0.000	343.94	15.666
7/2/1985	294.06	0.0051	85208.50	0.35	0.35	283.09	0.000	0.000	358.05	14.826
7/3/1985	294.14	0.0048	85057.39	0.61	0.61	281.84	0.000	0.000	353.77	13.973
7/4/1985	294.95	0.0057	84897.38	1.41	1.41	296.79	0.000	0.000	351.58	13.030
7/5/1985	294.78	0.0055	84876.27	1.35	1.35	296.37	0.000	0.000	350.17	12.120
7/6/1985	294.91	0.0065	84767.18	1.42	1.42	327.28	0.000	0.000	279.85	11.273
7/7/1985	294.31	0.0063	84815.21	1.26	1.26	325.14	0.000	0.000	333.27	10.547
