Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
8/8/1987	295.61	0.01	86898.27	-0.61	-0.61	311.63	0.000	0.000	320.88	0.240
8/9/1987	295.46	0.01	86939.00	0.58	0.58	319.45	0.000	0.000	317.58	0.227
8/10/1987	293.78	0.01	86861.01	1.26	1.26	308.76	0.000	0.000	317.22	0.215
8/11/1987	292.23	0.01	86879.86	1.10	1.10	302.19	0.000	0.000	317.61	0.205
8/12/1987	292.46	0.01	86879.11	0.98	0.98	301.57	0.000	0.000	316.00	0.197
8/13/1987	291.97	0.01	86633.17	1.82	1.82	303.98	0.000	0.000	307.80	0.188
8/14/1987	288.14	0.01	86334.66	1.79	1.79	288.79	0.000	0.000	314.52	0.182
8/15/1987	286.80	0.01	86713.68	0.79	0.79	270.48	0.000	0.000	316.89	0.178
8/16/1987	290.57	0.00	87037.47	0.44	0.44	285.39	0.000	0.000	313.09	0.172
8/17/1987	294.30	0.01	87191.88	-0.06	-0.06	302.46	0.000	0.000	310.63	0.165
8/18/1987	294.77	0.01	87168.19	-0.23	-0.23	305.51	0.000	0.000	308.45	0.158
8/19/1987	292.64	0.01	87117.58	1.12	1.12	309.21	0.000	0.000	301.87	0.151
8/20/1987	292.29	0.01	87022.84	0.71	0.71	329.62	0.000	0.000	228.99	0.145
8/21/1987	292.91	0.01	87058.53	0.31	0.31	335.10	0.000	0.000	287.37	0.140
8/22/1987	291.93	0.01	87172.59	0.71	0.71	301.37	0.000	0.000	301.12	0.135
8/23/1987	290.42	0.01	87188.30	0.61	0.61	302.43	0.000	0.000	279.15	0.131
8/24/1987	291.11	0.00	87088.81	0.36	0.36	291.62	0.000	0.000	298.78	0.127
8/25/1987	293.94	0.01	87080.14	0.17	0.17	301.61	0.000	0.000	295.22	0.122
8/26/1987	294.56	0.01	87199.34	0.16	0.16	308.14	0.011	0.000	294.99	0.118
8/27/1987	294.28	0.01	87304.78	0.62	0.62	304.19	0.014	0.001	293.84	0.113
8/28/1987	294.52	0.01	87234.41	0.45	0.45	299.70	0.000	0.000	294.40	0.109
8/29/1987	296.71	0.01	87220.91	0.41	0.41	318.21	0.046	0.002	287.22	0.105
8/30/1987	297.97	0.01	87278.87	0.18	0.18	324.58	0.016	0.001	285.48	0.101
8/31/1987	297.86	0.01	87374.98	0.18	0.18	333.08	0.502	0.021	265.32	0.096
9/1/1987	297.41	0.01	87396.73	-0.13	-0.13	337.09	0.243	0.010	230.57	0.093
9/2/1987	297.19	0.01	87273.53	1.22	1.22	335.01	0.031	0.001	263.90	0.089
9/3/1987	295.73	0.01	86991.69	2.70	2.70	321.83	0.002	0.000	267.04	0.086
9/4/1987	292.61	0.00	86881.16	1.49	1.49	292.08	0.000	0.000	275.80	0.084
9/5/1987	291.29	0.00	86833.97	0.44	0.44	291.12	0.000	0.000	272.21	0.082
9/6/1987	290.25	0.01	86961.06	0.66	0.66	288.25	0.000	0.000	270.10	0.080
9/7/1987	290.28	0.01	87138.05	0.58	0.58	294.39	0.000	0.000	266.01	0.078
9/8/1987	290.65	0.01	87059.33	0.45	0.45	296.70	0.000	0.000	265.01	0.075
9/9/1987	292.43	0.00	87171.59	0.77	0.77	292.55	0.000	0.000	257.85	0.074
9/10/1987	290.59	0.01	87240.13	1.19	1.19	287.51	0.000	0.000	264.09	0.072
9/11/1987	289.72	0.00	86883.58	0.98	0.98	280.38	0.025	0.001	262.11	0.070
9/12/1987	287.81	0.00	86484.25	1.22	1.22	274.10	0.046	0.002	253.28	0.069
9/13/1987	287.95	0.01	86573.72	1.22	1.22	287.53	0.028	0.001	254.58	0.068
9/14/1987	288.29	0.01	87078.32	1.37	1.37	286.55	0.000	0.000	252.82	0.066
9/15/1987	288.89	0.01	87184.36	1.26	1.26	281.38	0.000	0.000	250.81	0.065
9/16/1987	289.53	0.00	86895.10	0.48	0.48	272.93	0.000	0.000	253.85	0.064
9/17/1987	291.22	0.00	86856.14	-0.29	-0.29	277.07	0.000	0.000	250.56	0.063
9/18/1987	291.87	0.00	87057.30	0.01	0.01	279.00	0.000	0.000	249.79	0.062
9/19/1987	292.40	0.00	87121.13	0.69	0.69	276.33	0.000	0.000	248.59	0.061
9/20/1987	293.57	0.00	87209.34	0.16	0.16	283.59	0.000	0.000	244.68	0.059
9/21/1987	295.69	0.00	87185.07	-0.71	-0.71	293.59	0.000	0.000	243.18	0.057
9/22/1987	296.21	0.00	87111.10	-0.87	-0.87	289.42	0.000	0.000	242.38	0.056
9/23/1987	294.49	0.00	87219.33	-0.14	-0.14	294.93	0.000	0.000	236.32	0.055
9/24/1987	292.85	0.00	87253.20	1.09	1.09	310.12	0.000	0.000	213.73	0.053
9/25/1987	289.07	0.01	87094.50	1.46	1.46	280.76	0.000	0.000	232.98	0.052
9/26/1987	289.16	0.01	86936.50	0.45	0.45	280.76	0.000	0.000	232.41	0.051
9/27/1987	291.31	0.00	87043.40	-0.66	-0.66	266.23	0.000	0.000	234.57	0.051
9/28/1987	292.83	0.00	87236.72	-0.73	-0.73	278.45	0.000	0.000	229.56	0.050
9/29/1987	294.18	0.00	87433.95	-0.94	-0.94	286.68	0.000	0.000	227.27	0.049
9/30/1987	294.60	0.00	87339.98	-0.72	-0.72	291.45	0.000	0.000	223.77	0.049
10/1/1987	294.70	0.00	87148.70	-0.36	-0.36	291.02	0.000	0.000	224.48	0.021
10/2/1987	293.24	0.00	87235.09	0.08	0.08	295.10	0.000	0.000	220.06	0.020
10/3/1987	293.98	0.00	87611.76	0.20	0.20	297.66	0.000	0.000	217.74	0.019
10/4/1987	294.53	0.00	87624.88	0.68	0.68	299.95	0.000	0.000	200.18	0.018
10/5/1987	294.74	0.00	87414.25	-0.41	-0.41	297.28	0.000	0.000	213.93	0.017
10/6/1987	295.60	0.00	87137.56	0.05	0.05	294.80	0.000	0.000	213.73	0.017
10/7/1987	292.17	0.00	86993.25	1.16	1.16	290.82	0.000	0.000	209.83	0.016
10/8/1987	289.49	0.01	86961.97	0.31	0.31	282.31	0.010	0.000	204.71	0.016
10/9/1987	288.43	0.01	86836.63	-0.36	-0.36	281.01	0.012	0.001	202.79	0.015
10/10/1987	288.69	0.01	87071.48	-0.55	-0.55	289.06	0.017	0.001	202.36	0.015
10/11/1987	288.35	0.00	87111.21	-0.50	-0.50	292.06	0.026	0.001	157.74	0.015
10/12/1987	285.93	0.01	87099.91	0.58	0.58	315.16	4.678	0.195	106.77	0.015
10/13/1987	285.80	0.01	86929.91	0.73	0.73	277.81	0.794	0.033	197.18	0.015
10/14/1987	287.03	0.00	86935.25	0.32	0.32	257.14	0.000	0.000	198.29	0.014
10/15/1987	287.40	0.00	86876.16	0.26	0.26	259.66	0.000	0.000	197.07	0.014
10/16/1987	287.34	0.00	87059.96	-0.82	-0.82	263.45	0.000	0.000	194.27	0.014
10/17/1987	287.78	0.00	87289.27	-0.02	-0.02	256.59	0.000	0.000	193.08	0.014
10/18/1987	288.50	0.00	87239.81	0.23	0.23	259.27	0.000	0.000	191.67	0.014
10/19/1987	287.44	0.00	87040.31	-0.94	-0.94	251.15	0.000	0.000	190.53	0.013
10/20/1987	287.76	0.00	87035.44	-0.98	-0.98	257.14	0.000	0.000	186.15	0.013
10/21/1987	288.13	0.00	87088.92	-0.03	-0.03	295.77	0.000	0.000	155.04	0.013
10/22/1987	286.60	0.01	86786.81	0.29	0.29	320.98	5.011	0.209	123.21	0.020
10/23/1987	284.75	0.01	86522.95	0.23	0.23	329.97	20.826	0.868	121.71	0.028
10/24/1987	283.92	0.01	87044.20	-0.57	-0.57	290.13	0.852	0.035	170.33	0.017
10/25/1987	285.29	0.01	87581.92	-0.52	-0.52	275.10	0.212	0.009	172.20	0.013
10/26/1987	286.50	0.01	87496.27	-1.80	-1.80	272.96	0.000	0.000	170.96	0.013
10/27/1987	287.44	0.01	87200.00	-1.72	-1.72	312.79	0.680	0.028	86.99	0.013
10/28/1987	284.93	0.01	87058.67	-0.90	-0.90	347.54	8.890	0.370	78.83	0.013
10/29/1987	283.61	0.01	86951.13	0.22	0.22	318.17	6.863	0.286	130.79	0.029
10/30/1987	282.14	0.01	86919.59	0.32	0.32	277.88	0.587	0.024	139.50	0.018
10/31/1987	283.44	0.01	86564.46	-0.06	-0.06	290.42	0.016	0.001	135.28	0.015
11/1/1987	283.13	0.01	86443.31	1.60	1.60	290.78	0.717	0.030	140.25	0.015
11/2/1987	279.64	0.01	86715.34	0.78	0.78	290.40	3.491	0.145	110.36	0.301
11/3/1987	279.70	0.01	86804.86	-1.15	-1.15	267.20	1.913	0.080	152.15	0.215
11/4/1987	282.66	0.00	86943.11	-2.70	-2.70	259.91	0.143	0.006	145.85	0.062
11/5/1987	284.17	0.01	86618.25	-1.12	-1.12	295.46	1.997	0.083	122.98	0.066
11/6/1987	280.47	0.01	86981.95	1.86	1.86	306.21	3.908	0.163	57.86	0.181
11/7/1987	279.79	0.01	87347.10	0.09	0.09	257.86	0.000	0.000	146.10	0.102
11/8/1987	281.95	0.00	87348.88	-0.62	-0.62	250.98	0.000	0.000	143.77	0.094
11/9/1987	281.11	0.01	87427.94	0.52	0.52	279.63	3.315	0.138	125.74	0.126
11/10/1987	281.92	0.00	87594.80	-0.59	-0.59	253.57	0.000	0.000	141.51	0.104
11/11/1987	284.14	0.00	87679.61	0.31	0.31	250.18	0.118	0.005	143.20	0.100
11/12/1987	283.82	0.00	87428.94	1.48	1.48	269.90	0.846	0.035	134.79	0.096
11/13/1987	281.31	0.01	86804.64	2.01	2.01	314.38	29.406	1.225	61.72	1.191
11/14/1987	278.22	0.00	86762.20	1.96	1.96	258.24	4.858	0.202	136.18	2.843
11/15/1987	276.43	0.00	87194.00	0.17	0.17	224.16	0.044	0.002	112.05	2.228
11/16/1987	278.82	0.00	87198.16	1.19	1.19	301.44	2.122	0.088	90.34	2.140
11/17/1987	278.73	0.01	86848.91	0.02	0.02	314.35	11.200	0.467	55.13	3.567
11/18/1987	279.63	0.01	87260.75	-1.01	-1.01	256.43	0.269	0.011	129.26	3.350
11/19/1987	281.59	0.01	87645.22	-0.71	-0.71	255.37	4.957	0.207	113.92	2.488
11/20/1987	280.11	0.01	87253.73	-0.74	-0.74	285.23	4.272	0.178	71.18	2.855
11/21/1987	276.92	0.00	87024.27	0.97	0.97	269.55	6.070	0.253	125.77	4.103
11/22/1987	276.78	0.00	86974.70	0.47	0.47	227.89	0.035	0.001	127.38	3.398
11/23/1987	276.55	0.00	86894.69	0.21	0.21	223.79	0.063	0.003	126.39	3.017
11/24/1987	277.35	0.00	87225.03	0.43	0.43	237.48	2.027	0.084	102.20	2.891
11/25/1987	275.10	0.00	87241.33	0.27	0.27	218.90	0.090	0.004	126.03	2.873
11/26/1987	275.77	0.00	87166.59	-1.95	-1.95	207.14	0.000	0.000	124.42	2.797
11/27/1987	276.64	0.00	87033.88	0.01	0.01	216.93	0.000	0.000	122.73	2.691
11/28/1987	275.32	0.00	86545.92	0.44	0.44	247.61	0.046	0.002	110.98	2.626
11/29/1987	274.41	0.00	86577.77	0.25	0.25	216.99	0.029	0.001	111.78	2.603
11/30/1987	275.01	0.00	86937.52	0.01	0.01	273.35	10.633	0.443	65.04	2.969
12/1/1987	277.46	0.01	86894.60	1.14	1.14	315.30	19.961	0.832	44.77	6.236
12/2/1987	279.28	0.01	86942.01	1.47	1.47	308.02	11.273	0.470	60.25	9.724
12/3/1987	280.59	0.01	87061.00	0.11	0.11	288.90	0.841	0.035	103.29	8.731
12/4/1987	280.09	0.01	86556.06	-0.36	-0.36	297.73	2.091	0.087	79.68	8.119
12/5/1987	278.44	0.01	86444.41	0.32	0.32	302.29	8.038	0.335	55.29	9.435
12/6/1987	277.66	0.01	86450.51	-0.14	-0.14	307.31	26.552	1.106	37.43	18.631
12/7/1987	274.40	0.00	87002.77	2.04	2.04	286.80	26.215	1.092	59.72	52.320
12/8/1987	273.14	0.00	86970.20	0.42	0.42	277.46	15.840	0.660	45.09	78.287
12/9/1987	275.30	0.00	87096.17	1.20	1.20	309.38	10.276	0.428	37.50	96.663
12/10/1987	280.23	0.01	87528.78	1.96	1.96	323.85	5.314	0.221	42.60	94.364
12/11/1987	277.36	0.00	87480.49	0.03	0.03	231.37	0.000	0.000	112.44	92.258
12/12/1987	272.65	0.00	87063.47	-2.71	-2.71	187.70	0.032	0.001	113.11	91.371
12/13/1987	269.29	0.00	86961.65	-3.81	-3.81	175.30	0.000	0.000	113.79	90.865
12/14/1987	270.33	0.00	87020.98	-1.13	-1.13	208.85	0.000	0.000	80.51	90.554
12/15/1987	272.11	0.00	86695.25	-0.38	-0.38	272.28	1.713	0.071	82.66	93.456
12/16/1987	273.93	0.00	85671.32	-1.89	-1.89	288.80	10.719	0.447	76.38	107.053
12/17/1987	274.79	0.00	85807.89	-0.45	-0.45	283.66	1.464	0.061	83.80	109.000
12/18/1987	274.18	0.00	86424.50	-0.63	-0.63	219.71	0.736	0.031	100.85	110.249
12/19/1987	274.69	0.00	86511.91	-0.48	-0.48	258.06	5.942	0.248	110.11	120.519
12/20/1987	273.97	0.00	87006.45	0.41	0.41	214.31	0.000	0.000	102.51	121.529
12/21/1987	276.14	0.00	87417.16	0.64	0.64	303.69	4.598	0.192	46.12	126.954
12/22/1987	274.77	0.00	86943.70	1.90	1.90	304.81	29.605	1.234	55.84	165.277
12/23/1987	269.01	0.00	86783.18	0.55	0.55	198.80	0.518	0.022	108.66	171.921
12/24/1987	267.63	0.00	86933.45	-1.74	-1.74	180.35	0.464	0.019	112.46	172.630
12/25/1987	269.66	0.00	86918.06	-2.18	-2.18	186.35	0.064	0.003	110.82	172.512
12/26/1987	271.24	0.00	87048.68	-1.10	-1.10	200.37	0.025	0.001	109.79	172.402
12/27/1987	271.13	0.00	87183.31	-0.29	-0.29	207.12	0.000	0.000	105.75	173.201
12/28/1987	273.24	0.00	86662.50	-0.52	-0.52	292.62	28.269	1.178	49.53	208.471
12/29/1987	271.40	0.00	86649.84	0.09	0.09	263.86	16.951	0.706	74.07	245.276
12/30/1987	270.34	0.00	86901.56	0.95	0.95	255.22	4.847	0.202	82.00	257.395
12/31/1987	269.68	0.00	87415.98	-0.76	-0.76	192.03	0.000	0.000	112.75	257.601
1/1/1988	271.42	0.00	87523.66	-1.71	-1.71	202.55	0.292	0.012	103.65	257.634
1/2/1988	273.42	0.00	87409.75	-0.17	-0.17	276.63	2.600	0.108	60.57	260.681
1/3/1988	274.61	0.00	87038.82	-0.56	-0.56	311.83	39.332	1.639	53.59	316.092
1/4/1988	275.75	0.00	86819.33	-0.58	-0.58	315.63	12.270	0.511	43.87	336.820
1/5/1988	274.50	0.00	86617.89	0.33	0.33	296.50	11.333	0.472	88.14	347.017
1/6/1988	272.54	0.00	87071.17	0.37	0.37	232.56	0.071	0.003	114.94	347.786
1/7/1988	272.89	0.00	87020.61	-0.09	-0.09	253.29	1.906	0.079	85.98	350.213
1/8/1988	273.23	0.00	87081.63	1.12	1.12	293.24	19.576	0.816	60.63	379.628
1/9/1988	274.28	0.00	87478.78	0.10	0.10	299.77	4.061	0.169	55.63	389.285
1/10/1988	275.56	0.00	87477.78	0.55	0.55	274.70	1.616	0.067	74.42	391.680
1/11/1988	273.65	0.00	86879.09	2.90	2.90	269.88	18.818	0.784	112.20	416.843
1/12/1988	269.89	0.00	87097.92	-0.85	-0.85	209.43	0.054	0.002	110.42	418.282
1/13/1988	274.39	0.00	87540.84	0.11	0.11	262.92	0.755	0.031	112.02	418.213
1/14/1988	277.67	0.00	87657.55	0.52	0.52	282.75	0.364	0.015	91.79	418.127
1/15/1988	275.81	0.00	86776.91	1.54	1.54	297.67	35.808	1.492	78.10	448.377
1/16/1988	271.70	0.00	86251.34	0.66	0.66	271.38	11.989	0.500	65.56	468.279
1/17/1988	272.14	0.00	85540.14	-1.14	-1.14	287.25	3.318	0.138	97.18	478.765
1/18/1988	271.17	0.00	85881.14	0.79	0.79	232.29	3.736	0.156	90.36	480.929
1/19/1988	270.29	0.00	86967.20	-1.14	-1.14	196.75	0.019	0.001	130.28	482.234
1/20/1988	272.61	0.00	87617.82	-0.30	-0.30	210.88	0.000	0.000	112.59	482.016
1/21/1988	274.26	0.00	87755.73	-0.26	-0.26	219.89	0.028	0.001	130.00	481.689
1/22/1988	277.18	0.00	87849.72	-1.86	-1.86	217.82	0.011	0.000	133.25	480.976
1/23/1988	279.29	0.00	87920.28	-0.31	-0.31	234.22	0.000	0.000	130.75	479.456
1/24/1988	280.28	0.00	87687.36	-1.41	-1.41	230.81	0.000	0.000	130.70	476.986
1/25/1988	281.21	0.00	87784.70	-0.27	-0.27	236.42	0.000	0.000	132.70	473.452
1/26/1988	281.68	0.00	87597.72	-0.99	-0.99	247.57	0.090	0.004	121.15	469.264
1/27/1988	282.11	0.00	87272.19	-0.23	-0.23	278.63	0.126	0.005	109.89	464.639
1/28/1988	280.52	0.00	86928.51	0.41	0.41	267.95	0.022	0.001	110.77	461.051
1/29/1988	277.20	0.00	86674.81	1.12	1.12	295.45	8.202	0.342	57.03	465.330
1/30/1988	273.48	0.00	86798.45	0.77	0.77	270.17	5.564	0.232	126.02	476.521
1/31/1988	270.77	0.00	86641.73	0.19	0.19	207.17	0.120	0.005	134.45	476.340
2/1/1988	271.86	0.00	86388.09	0.13	0.13	242.04	1.228	0.051	128.27	476.642
2/2/1988	271.64	0.00	86569.55	-1.51	-1.51	218.61	0.003	0.000	150.79	476.051
2/3/1988	272.28	0.00	87103.64	-1.72	-1.72	190.78	0.000	0.000	155.46	475.128
2/4/1988	274.02	0.00	87552.13	-2.11	-2.11	189.14	0.000	0.000	158.46	473.741
2/5/1988	276.42	0.00	87685.07	-1.45	-1.45	194.76	0.000	0.000	159.88	471.540
2/6/1988	277.17	0.00	87675.14	0.24	0.24	206.37	0.000	0.000	157.17	468.609
2/7/1988	277.29	0.00	87498.09	0.08	0.08	227.24	0.000	0.000	156.41	465.216
2/8/1988	280.20	0.00	87493.79	0.68	0.68	260.11	0.000	0.000	155.34	460.375
2/9/1988	278.79	0.00	87676.06	0.67	0.67	233.24	0.003	0.000	160.68	455.393
2/10/1988	278.98	0.00	87723.81	-0.86	-0.86	232.64	0.017	0.001	162.00	450.925
2/11/1988	279.19	0.00	87556.51	-2.62	-2.62	227.03	0.000	0.000	165.44	446.162
2/12/1988	280.17	0.00	87334.45	-0.57	-0.57	223.48	0.000	0.000	168.38	440.802
2/13/1988	277.64	0.00	87026.78	1.11	1.11	219.50	0.000	0.000	169.83	436.046
2/14/1988	277.32	0.00	87145.56	-1.08	-1.08	218.94	0.000	0.000	171.86	431.314
2/15/1988	279.14	0.00	87045.54	0.72	0.72	232.83	0.000	0.000	170.19	425.646
2/16/1988	276.17	0.00	86949.84	-0.35	-0.35	205.90	0.000	0.000	177.94	421.632
2/17/1988	275.01	0.00	87271.67	-1.95	-1.95	198.15	0.000	0.000	176.77	418.475
2/18/1988	273.96	0.00	87093.06	-0.75	-0.75	207.29	0.000	0.000	182.05	415.484
2/19/1988	275.14	0.00	87250.77	-3.37	-3.37	207.15	0.000	0.000	180.83	412.651
2/20/1988	278.80	0.00	87612.31	-2.30	-2.30	218.12	0.000	0.000	184.77	407.340
2/21/1988	280.47	0.00	87507.03	-1.23	-1.23	222.57	0.000	0.000	181.19	400.347
2/22/1988	279.99	0.00	87003.56	-0.19	-0.19	218.67	0.000	0.000	189.35	393.134
2/23/1988	279.46	0.00	86811.26	-1.57	-1.57	224.90	0.000	0.000	187.95	386.456
2/24/1988	279.57	0.00	87057.98	-0.62	-0.62	230.29	0.000	0.000	189.34	379.844
2/25/1988	280.30	0.00	87203.31	-0.89	-0.89	230.90	0.000	0.000	190.64	372.669
2/26/1988	281.12	0.00	86854.25	-1.18	-1.18	247.68	0.046	0.002	184.07	364.854
2/27/1988	281.34	0.01	86802.63	-0.74	-0.74	307.60	0.080	0.003	115.39	358.225
2/28/1988	280.19	0.01	86908.92	-1.05	-1.05	302.90	9.333	0.389	129.09	354.426
2/29/1988	278.21	0.01	86704.41	-0.74	-0.74	306.15	22.487	0.937	117.37	357.939
3/1/1988	277.07	0.01	86665.23	0.51	0.51	303.15	15.771	0.657	126.40	372.919
3/2/1988	277.05	0.00	86837.11	-0.23	-0.23	248.74	0.528	0.022	188.96	373.300
3/3/1988	278.57	0.00	87017.06	0.34	0.34	240.73	0.012	0.001	180.91	368.156
3/4/1988	280.13	0.01	87181.98	1.20	1.20	261.25	0.009	0.000	202.21	362.506
3/5/1988	278.72	0.01	87376.20	0.85	0.85	252.46	0.000	0.000	197.61	356.534
3/6/1988	278.78	0.01	87185.41	1.37	1.37	287.76	0.000	0.000	168.00	350.778
3/7/1988	279.32	0.00	87108.77	-0.62	-0.62	235.89	0.001	0.000	215.04	344.210
3/8/1988	281.93	0.00	87354.86	-0.20	-0.20	248.18	0.000	0.000	214.08	335.818
3/9/1988	279.32	0.00	87473.56	3.14	3.14	257.62	0.079	0.003	218.36	328.899
3/10/1988	272.43	0.00	87276.37	1.08	1.08	197.09	0.045	0.002	228.52	326.099
3/11/1988	272.27	0.00	86797.66	-1.70	-1.70	190.64	0.000	0.000	232.21	324.059
3/12/1988	271.83	0.00	87063.59	-1.55	-1.55	190.77	0.000	0.000	235.61	321.849
3/13/1988	274.42	0.00	87309.13	-1.41	-1.41	201.10	0.000	0.000	236.08	318.850
3/14/1988	278.10	0.00	87140.17	-0.52	-0.52	224.08	0.000	0.000	232.92	314.044
3/15/1988	278.75	0.00	86529.41	2.19	2.19	221.46	0.000	0.000	235.86	308.398
3/16/1988	276.98	0.00	86848.12	-0.12	-0.12	211.27	0.000	0.000	239.12	303.301
3/17/1988	278.36	0.00	87479.73	-1.08	-1.08	217.21	0.000	0.000	242.79	297.599
3/18/1988	281.14	0.00	87768.47	-1.02	-1.02	228.47	0.000	0.000	242.57	290.643
3/19/1988	283.80	0.00	87568.90	-0.38	-0.38	242.04	0.000	0.000	241.59	281.783
3/20/1988	282.64	0.00	87293.90	0.39	0.39	235.29	0.000	0.000	246.00	273.193
3/21/1988	281.72	0.00	87076.34	1.58	1.58	268.31	0.008	0.000	198.24	266.190
3/22/1988	280.64	0.00	87218.88	1.58	1.58	264.05	0.000	0.000	205.88	259.766
3/23/1988	280.58	0.01	87272.53	2.61	2.61	294.81	1.532	0.064	205.12	253.151
3/24/1988	280.64	0.00	87457.81	1.74	1.74	247.14	0.000	0.000	245.42	245.734
3/25/1988	282.13	0.00	87588.20	0.36	0.36	248.72	0.000	0.000	253.86	237.596
3/26/1988	285.02	0.00	87320.59	0.26	0.26	249.76	0.007	0.000	253.97	227.894
3/27/1988	280.77	0.00	86928.18	2.12	2.12	234.25	0.003	0.000	262.74	220.202
3/28/1988	276.92	0.00	87105.58	-0.93	-0.93	204.09	0.000	0.000	265.09	215.911
3/29/1988	279.97	0.00	87083.81	1.62	1.62	233.56	0.000	0.000	253.24	210.654
3/30/1988	277.37	0.00	86787.91	0.70	0.70	215.73	0.000	0.000	266.90	205.866
3/31/1988	277.41	0.00	86866.47	-3.02	-3.02	210.52	0.000	0.000	270.82	202.144
4/1/1988	281.06	0.00	86988.47	-1.30	-1.30	231.47	0.000	0.000	275.76	196.692
4/2/1988	282.10	0.00	86920.72	0.59	0.59	243.70	0.000	0.000	270.14	189.788
4/3/1988	281.43	0.00	86723.92	1.86	1.86	273.37	1.508	0.063	215.05	183.434
4/4/1988	281.15	0.01	86713.31	2.27	2.27	284.92	0.010	0.000	266.51	177.363
4/5/1988	281.53	0.00	87160.78	-0.12	-0.12	244.45	0.000	0.000	280.59	170.912
4/6/1988	285.17	0.00	87251.61	0.81	0.81	262.66	0.000	0.000	270.86	162.957
4/7/1988	283.38	0.01	86902.27	2.64	2.64	267.38	0.000	0.000	277.31	154.881
4/8/1988	280.00	0.00	86962.83	-0.11	-0.11	226.49	0.233	0.010	289.43	148.932
4/9/1988	283.02	0.00	87090.84	-2.20	-2.20	235.76	0.000	0.000	293.69	143.133
4/10/1988	285.79	0.00	87283.41	-1.09	-1.09	250.30	0.000	0.000	292.74	136.174
4/11/1988	288.98	0.01	87067.91	-0.31	-0.31	269.40	0.000	0.000	286.83	128.782
4/12/1988	287.80	0.01	86707.76	0.12	0.12	267.01	0.000	0.000	270.57	121.609
4/13/1988	283.39	0.01	86562.85	0.69	0.69	306.48	2.154	0.090	177.68	116.367
4/14/1988	279.88	0.01	86126.88	0.90	0.90	315.56	19.322	0.805	200.74	122.669
4/15/1988	281.17	0.01	86319.57	-0.39	-0.39	271.96	1.025	0.043	273.05	121.163
4/16/1988	282.30	0.01	86682.28	0.08	0.08	287.57	0.000	0.000	244.55	116.281
4/17/1988	281.06	0.01	86909.54	1.76	1.76	290.60	1.584	0.066	256.55	112.025
4/18/1988	279.79	0.01	86962.95	1.02	1.02	276.76	2.092	0.087	222.93	109.179
4/19/1988	279.46	0.01	86227.38	0.90	0.90	316.94	40.711	1.696	160.97	116.173
4/20/1988	277.27	0.00	85791.68	0.19	0.19	302.11	19.497	0.812	208.16	128.068
4/21/1988	276.77	0.00	85924.70	1.16	1.16	262.87	4.616	0.192	255.60	129.157
4/22/1988	275.67	0.00	85979.73	1.67	1.67	289.82	5.878	0.245	167.31	131.094
4/23/1988	275.87	0.00	86454.79	0.10	0.10	268.85	5.100	0.212	299.50	131.868
4/24/1988	278.43	0.00	87129.24	1.02	1.02	240.49	0.242	0.010	292.34	129.271
4/25/1988	280.57	0.01	87153.41	0.85	0.85	280.67	0.000	0.000	282.45	125.714
4/26/1988	281.54	0.00	86785.08	-0.48	-0.48	253.21	0.000	0.000	309.65	121.453
4/27/1988	283.21	0.01	86443.47	-0.22	-0.22	262.52	0.000	0.000	293.08	117.042
4/28/1988	281.59	0.01	86527.75	1.58	1.58	287.25	0.037	0.002	250.41	113.217
4/29/1988	280.18	0.01	87063.06	1.89	1.89	296.46	1.553	0.065	220.42	111.097
4/30/1988	277.00	0.00	86973.17	4.07	4.07	271.29	0.304	0.013	223.28	109.636
5/1/1988	275.45	0.00	87221.37	1.82	1.82	222.62	1.370	0.057	324.79	110.165
5/2/1988	278.73	0.00	87378.73	0.61	0.61	252.64	0.000	0.000	280.40	107.964
5/3/1988	280.91	0.00	87056.88	1.64	1.64	241.23	0.056	0.002	329.90	104.560
5/4/1988	280.06	0.00	86353.02	1.78	1.78	250.76	0.000	0.000	322.91	101.173
5/5/1988	276.30	0.00	86295.69	1.32	1.32	246.83	1.232	0.051	226.06	100.051
5/6/1988	275.44	0.00	86664.88	2.63	2.63	278.55	4.366	0.182	224.32	102.132
5/7/1988	276.19	0.00	86739.28	0.11	0.11	300.47	8.177	0.341	141.66	104.969
5/8/1988	277.57	0.00	86962.31	0.89	0.89	264.77	1.011	0.042	301.97	104.555
5/9/1988	280.13	0.01	87146.30	0.78	0.78	308.86	0.202	0.008	217.51	102.219
5/10/1988	284.70	0.01	87438.45	-0.85	-0.85	279.48	0.000	0.000	329.30	98.006
5/11/1988	289.44	0.01	87419.15	-0.91	-0.91	275.42	0.403	0.017	343.53	91.336
5/12/1988	288.40	0.01	87220.86	0.64	0.64	284.90	0.464	0.019	322.27	84.279
5/13/1988	283.54	0.01	87219.47	2.02	2.02	262.46	0.858	0.036	343.72	79.046
5/14/1988	286.11	0.01	87124.69	0.82	0.82	267.20	0.000	0.000	345.23	74.591
5/15/1988	288.78	0.01	86798.60	0.11	0.11	278.20	1.091	0.045	341.53	69.154
5/16/1988	283.27	0.01	86713.83	1.98	1.98	285.92	1.235	0.051	203.41	65.385
5/17/1988	280.19	0.01	86621.71	0.97	0.97	281.97	5.964	0.248	315.95	65.960
