Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
10/1/1984	281.94	0.01	86610.62	1.61	1.61	315.94	11.652	0.486	188.84	0.038
10/2/1984	285.58	0.01	86804.96	-0.24	-0.24	279.66	0.290	0.012	216.19	0.015
10/3/1984	286.81	0.01	86849.39	0.27	0.27	281.71	0.000	0.000	214.56	0.003
10/4/1984	285.63	0.01	86909.90	1.16	1.16	282.12	0.000	0.000	213.27	0.001
10/5/1984	285.27	0.01	86936.66	0.65	0.65	276.22	0.000	0.000	211.24	0.001
10/6/1984	286.53	0.01	87204.62	0.38	0.38	292.67	0.000	0.000	206.64	0.000
10/7/1984	288.47	0.01	87508.31	0.01	0.01	294.50	0.015	0.001	205.63	0.000
10/8/1984	288.66	0.01	87272.26	1.06	1.06	283.30	0.018	0.001	206.62	0.000
10/9/1984	286.55	0.01	86932.26	1.10	1.10	275.72	0.043	0.002	203.91	0.000
10/10/1984	285.80	0.00	86675.23	1.52	1.52	277.86	2.838	0.118	165.49	0.015
10/11/1984	281.61	0.01	86544.09	2.70	2.70	317.81	30.736	1.281	154.27	0.832
10/12/1984	280.51	0.00	87126.75	0.77	0.77	295.09	0.521	0.022	91.39	0.720
10/13/1984	283.90	0.01	87470.31	1.39	1.39	318.52	1.549	0.065	147.37	0.486
10/14/1984	282.53	0.00	87046.95	0.65	0.65	240.53	0.057	0.002	199.94	0.350
10/15/1984	278.41	0.00	86593.81	0.50	0.50	223.43	6.315	0.263	179.66	1.007
10/16/1984	274.72	0.00	86283.59	-0.96	-0.96	285.44	14.704	0.613	65.26	6.204
10/17/1984	275.34	0.00	86082.92	3.18	3.18	271.49	13.880	0.578	185.31	19.534
10/18/1984	274.32	0.00	87286.31	0.66	0.66	244.43	0.641	0.027	116.37	20.017
10/19/1984	277.13	0.00	86930.67	1.30	1.30	309.08	6.248	0.260	103.79	23.201
10/20/1984	277.61	0.00	86556.17	0.77	0.77	272.16	0.712	0.030	171.28	23.042
10/21/1984	277.60	0.00	86715.39	-0.04	-0.04	240.25	0.080	0.003	159.26	21.008
10/22/1984	279.19	0.00	87019.59	-0.66	-0.66	238.69	0.068	0.003	178.11	18.563
10/23/1984	281.18	0.00	87204.60	-1.67	-1.67	236.13	0.000	0.000	176.10	15.664
10/24/1984	283.50	0.00	87074.02	-0.54	-0.54	261.40	0.001	0.000	173.22	12.437
10/25/1984	284.77	0.00	86850.36	-1.62	-1.62	255.23	0.002	0.000	171.85	9.435
10/26/1984	283.20	0.01	86738.40	1.80	1.80	303.85	4.858	0.202	56.12	7.673
10/27/1984	278.12	0.00	86677.69	1.65	1.65	238.90	2.197	0.092	170.81	7.295
10/28/1984	277.51	0.00	86847.91	1.29	1.29	282.38	1.509	0.063	53.79	7.182
10/29/1984	279.90	0.01	86987.28	1.19	1.19	321.88	4.099	0.171	104.36	7.280
10/30/1984	279.71	0.01	86923.98	0.97	0.97	248.81	0.066	0.003	162.83	6.419
10/31/1984	278.83	0.00	86754.61	0.90	0.90	234.88	0.000	0.000	166.09	5.809
11/1/1984	279.75	0.00	87094.69	0.06	0.06	229.75	0.014	0.001	158.67	5.261
11/2/1984	279.85	0.00	86979.86	2.09	2.09	299.52	26.230	1.093	49.10	8.389
11/3/1984	278.90	0.01	86886.97	2.54	2.54	291.99	12.705	0.529	125.97	10.925
11/4/1984	279.47	0.00	87133.05	-0.05	-0.05	243.11	0.051	0.002	141.94	10.237
11/5/1984	283.31	0.00	86908.35	-0.09	-0.09	289.32	0.109	0.005	114.51	9.318
11/6/1984	280.22	0.01	86580.52	1.70	1.70	315.21	21.465	0.894	88.91	12.301
11/7/1984	277.98	0.01	86650.88	0.78	0.78	294.92	1.154	0.048	69.37	14.255
11/8/1984	276.69	0.01	86204.75	2.69	2.69	298.78	46.909	1.955	102.20	43.079
11/9/1984	272.59	0.00	87366.23	1.10	1.10	240.94	6.260	0.261	121.26	51.907
11/10/1984	274.55	0.00	87198.77	-0.48	-0.48	297.58	13.795	0.575	60.10	61.387
11/11/1984	277.39	0.01	86828.81	-0.31	-0.31	323.37	15.496	0.646	62.36	70.429
11/12/1984	278.70	0.01	86428.26	-0.92	-0.92	297.72	7.714	0.321	73.33	70.413
11/13/1984	277.08	0.01	86078.64	0.81	0.81	305.91	46.919	1.955	74.95	100.593
11/14/1984	274.71	0.00	87311.08	-0.10	-0.10	258.49	3.405	0.142	102.95	108.918
11/15/1984	276.74	0.00	87082.64	-0.45	-0.45	282.89	0.736	0.031	88.13	108.633
11/16/1984	276.52	0.00	86720.73	-0.61	-0.61	293.16	6.091	0.254	94.65	111.885
11/17/1984	276.52	0.00	86882.07	-0.34	-0.34	237.73	0.220	0.009	126.06	112.148
11/18/1984	277.43	0.01	86951.03	0.56	0.56	296.44	10.975	0.457	101.75	115.904
11/19/1984	276.55	0.00	87228.42	-0.33	-0.33	241.88	1.019	0.042	117.56	115.334
11/20/1984	277.23	0.00	87016.13	0.31	0.31	296.81	5.817	0.242	45.78	117.082
11/21/1984	275.14	0.00	86559.48	-0.51	-0.51	289.15	8.687	0.362	89.23	125.686
11/22/1984	276.06	0.00	86680.87	-1.89	-1.89	228.42	0.831	0.035	125.85	126.574
11/23/1984	277.20	0.00	86875.00	-0.41	-0.41	234.79	0.402	0.017	110.15	126.741
11/24/1984	276.37	0.01	86101.16	1.33	1.33	308.89	40.408	1.684	60.15	155.747
11/25/1984	271.75	0.00	86510.56	2.75	2.75	273.22	6.317	0.263	52.77	167.746
11/26/1984	269.26	0.00	87049.48	-0.79	-0.79	220.83	11.334	0.472	102.12	175.895
11/27/1984	274.37	0.00	86984.60	-0.17	-0.17	300.58	9.785	0.408	60.20	192.646
11/28/1984	274.74	0.00	86634.97	2.92	2.92	299.51	38.872	1.620	59.63	233.624
11/29/1984	271.89	0.00	87109.41	0.53	0.53	240.81	2.731	0.114	101.07	238.718
11/30/1984	274.10	0.00	87105.83	0.76	0.76	258.16	0.058	0.002	116.81	238.406
12/1/1984	272.52	0.00	86905.16	-0.15	-0.15	213.87	0.400	0.017	116.59	238.423
12/2/1984	275.12	0.00	86744.27	-0.15	-0.15	281.81	2.006	0.084	88.35	239.236
12/3/1984	274.63	0.00	86511.84	-0.61	-0.61	294.44	4.131	0.172	68.17	242.430
12/4/1984	273.19	0.00	86677.29	-1.35	-1.35	218.96	0.041	0.002	111.50	242.233
12/5/1984	274.91	0.00	86694.38	-1.51	-1.51	270.65	2.005	0.084	93.84	243.873
12/6/1984	276.19	0.00	87307.05	-1.67	-1.67	239.63	0.177	0.007	100.80	243.419
12/7/1984	278.75	0.00	87232.39	-0.41	-0.41	240.37	0.000	0.000	111.52	242.178
12/8/1984	278.81	0.00	86742.09	0.05	0.05	274.89	0.049	0.002	63.26	240.933
12/9/1984	277.85	0.01	87061.25	-0.56	-0.56	293.35	1.168	0.049	69.86	240.105
12/10/1984	276.54	0.00	86545.81	0.67	0.67	299.06	18.427	0.768	54.37	254.187
12/11/1984	274.82	0.00	86278.50	0.69	0.69	273.99	2.522	0.105	88.82	259.390
12/12/1984	274.76	0.00	86387.84	2.22	2.22	283.54	0.897	0.037	79.40	261.036
12/13/1984	270.72	0.00	86312.98	-0.30	-0.30	201.37	2.471	0.103	108.59	262.148
12/14/1984	271.67	0.00	86357.55	-2.32	-2.32	206.80	2.062	0.086	97.69	263.711
12/15/1984	272.94	0.00	86061.59	0.63	0.63	270.11	10.000	0.417	38.91	278.762
12/16/1984	270.69	0.00	85937.09	1.99	1.99	272.40	16.746	0.698	73.24	309.356
12/17/1984	268.42	0.00	86574.99	-1.06	-1.06	226.26	2.191	0.091	66.83	311.350
12/18/1984	270.32	0.00	86272.23	-0.61	-0.61	233.79	0.214	0.009	98.44	311.683
12/19/1984	271.43	0.00	86297.32	-0.97	-0.97	242.49	0.565	0.024	97.66	312.187
12/20/1984	270.09	0.00	86417.78	0.40	0.40	201.44	0.061	0.003	107.80	312.122
12/21/1984	270.15	0.00	87101.69	-0.12	-0.12	211.24	0.005	0.000	110.41	312.052
12/22/1984	270.97	0.00	87500.29	-0.70	-0.70	192.52	0.007	0.000	112.35	311.951
12/23/1984	273.87	0.00	87377.72	-0.28	-0.28	204.07	0.004	0.000	111.06	311.760
12/24/1984	273.71	0.00	87011.62	-1.35	-1.35	204.25	0.000	0.000	111.99	311.452
12/25/1984	274.04	0.00	86728.58	-0.44	-0.44	201.19	0.030	0.001	112.02	311.111
12/26/1984	273.43	0.00	86179.14	-0.31	-0.31	253.77	0.462	0.019	83.30	311.230
12/27/1984	274.20	0.00	86092.58	0.93	0.93	248.29	0.005	0.000	109.60	311.106
12/28/1984	272.88	0.00	86240.66	0.96	0.96	222.21	0.000	0.000	110.55	310.870
12/29/1984	271.90	0.00	86995.59	0.14	0.14	207.43	0.000	0.000	109.24	310.628
12/30/1984	273.91	0.00	87495.57	0.63	0.63	254.89	0.000	0.000	90.52	310.402
12/31/1984	272.67	0.00	87431.41	-0.93	-0.93	203.29	0.000	0.000	113.89	310.158
1/1/1985	274.44	0.00	87651.25	-1.43	-1.43	199.48	0.000	0.000	115.37	309.782
1/2/1985	275.62	0.00	87775.77	-1.55	-1.55	218.28	0.017	0.001	111.48	309.281
1/3/1985	276.55	0.00	87804.47	-1.47	-1.47	224.25	0.021	0.001	114.29	308.553
1/4/1985	277.19	0.00	87848.23	-0.90	-0.90	216.01	0.000	0.000	115.72	307.481
1/5/1985	277.75	0.00	87636.13	0.17	0.17	266.16	0.016	0.001	99.33	306.310
1/6/1985	277.71	0.00	87050.25	-0.73	-0.73	303.87	0.019	0.001	76.67	307.125
1/7/1985	275.25	0.00	86621.27	-0.59	-0.59	311.33	17.358	0.723	68.90	320.273
1/8/1985	272.58	0.00	86650.72	0.42	0.42	245.46	0.872	0.036	114.94	323.942
1/9/1985	272.01	0.00	86819.41	-0.79	-0.79	233.93	0.315	0.013	89.77	323.972
1/10/1985	271.51	0.00	87114.65	-1.82	-1.82	208.18	0.076	0.003	120.89	323.967
1/11/1985	272.44	0.00	87579.65	-1.43	-1.43	200.52	0.243	0.010	121.77	323.863
1/12/1985	273.58	0.00	87523.91	-2.54	-2.54	193.75	0.000	0.000	124.70	323.477
1/13/1985	274.90	0.00	87302.33	-1.85	-1.85	206.06	0.000	0.000	124.27	322.943
1/14/1985	276.00	0.00	87308.72	-0.13	-0.13	216.02	0.000	0.000	122.14	322.085
1/15/1985	276.30	0.00	87302.47	-0.38	-0.38	234.98	0.000	0.000	119.80	320.933
1/16/1985	277.39	0.00	87308.62	-1.72	-1.72	233.92	0.000	0.000	123.33	319.524
1/17/1985	278.94	0.00	87633.31	-1.50	-1.50	236.68	0.000	0.000	124.27	317.533
1/18/1985	278.24	0.00	87372.45	-0.15	-0.15	233.35	0.000	0.000	125.37	315.053
1/19/1985	277.57	0.00	87084.00	-0.11	-0.11	230.94	0.000	0.000	127.53	312.498
1/20/1985	277.89	0.00	87034.66	0.31	0.31	230.51	0.004	0.000	127.75	309.939
1/21/1985	276.23	0.00	86811.59	-0.35	-0.35	221.07	0.000	0.000	131.26	307.752
1/22/1985	275.72	0.00	86907.32	-1.53	-1.53	209.86	0.020	0.001	132.92	305.882
1/23/1985	275.23	0.00	86937.52	-1.09	-1.09	207.27	0.003	0.000	133.94	304.241
1/24/1985	274.15	0.00	86956.42	-0.48	-0.48	213.49	0.327	0.014	110.93	303.189
1/25/1985	273.88	0.00	87125.40	-0.36	-0.36	249.27	0.448	0.019	68.72	303.841
1/26/1985	274.39	0.00	87117.09	-0.22	-0.22	288.55	7.854	0.327	84.42	315.282
1/27/1985	272.88	0.00	87071.20	-0.16	-0.16	231.30	0.279	0.012	137.22	316.185
1/28/1985	272.65	0.00	86770.20	1.38	1.38	268.47	10.013	0.417	60.36	327.505
1/29/1985	269.98	0.00	86705.09	1.05	1.05	207.58	0.748	0.031	140.38	330.836
1/30/1985	268.28	0.00	86792.72	-0.49	-0.49	185.60	0.746	0.031	147.77	330.915
1/31/1985	268.64	0.00	86776.28	0.74	0.74	190.18	0.528	0.022	143.87	331.504
2/1/1985	268.91	0.00	86532.27	0.36	0.36	216.41	0.000	0.000	122.84	332.902
2/2/1985	270.50	0.00	86053.27	1.31	1.31	237.82	11.584	0.483	149.38	348.781
2/3/1985	268.99	0.00	86214.31	1.46	1.46	238.09	1.001	0.042	77.41	349.764
2/4/1985	268.51	0.00	86591.92	0.05	0.05	209.38	2.154	0.090	155.38	350.245
2/5/1985	269.01	0.00	86984.23	0.35	0.35	217.34	0.834	0.035	118.66	350.392
2/6/1985	270.54	0.00	86890.92	0.79	0.79	207.31	0.000	0.000	121.36	350.367
2/7/1985	273.47	0.00	86870.05	0.90	0.90	296.20	25.207	1.050	68.91	379.487
2/8/1985	274.67	0.00	86237.44	2.99	2.99	300.67	70.609	2.942	105.38	458.373
2/9/1985	270.40	0.00	86546.36	2.00	2.00	229.68	4.047	0.169	156.46	471.879
2/10/1985	268.84	0.00	87269.34	-0.28	-0.28	199.93	0.260	0.011	149.57	472.317
2/11/1985	273.67	0.00	87614.75	-0.09	-0.09	263.38	0.130	0.005	106.50	472.394
2/12/1985	277.17	0.00	87633.91	0.24	0.24	296.26	0.000	0.000	134.20	472.163
2/13/1985	276.44	0.00	87501.86	-1.17	-1.17	228.04	0.000	0.000	170.82	471.478
2/14/1985	278.88	0.00	87711.89	-0.32	-0.32	229.58	0.000	0.000	167.89	469.934
2/15/1985	280.17	0.00	87605.75	0.41	0.41	242.65	0.000	0.000	170.40	467.428
2/16/1985	279.95	0.00	87002.59	0.52	0.52	239.76	0.000	0.000	158.05	464.334
2/17/1985	279.94	0.00	86764.36	0.21	0.21	279.68	0.000	0.000	162.59	461.019
2/18/1985	277.96	0.00	87021.57	-1.53	-1.53	227.53	0.000	0.000	179.95	457.492
2/19/1985	278.43	0.00	87031.63	0.22	0.22	233.62	0.000	0.000	174.66	453.689
2/20/1985	274.66	0.00	86400.72	0.84	0.84	218.40	0.000	0.000	185.02	451.079
2/21/1985	274.40	0.00	86582.52	-2.47	-2.47	208.84	0.000	0.000	186.09	449.195
2/22/1985	278.32	0.00	86972.08	-1.71	-1.71	232.25	0.000	0.000	187.21	445.577
2/23/1985	277.88	0.00	87233.31	-1.70	-1.70	224.96	0.000	0.000	190.42	441.243
2/24/1985	278.78	0.00	87546.17	-0.39	-0.39	223.04	0.000	0.000	190.52	436.469
2/25/1985	277.79	0.00	87309.34	-0.44	-0.44	230.16	0.000	0.000	193.85	431.547
2/26/1985	277.28	0.00	86968.98	-1.23	-1.23	223.59	0.000	0.000	190.14	426.709
2/27/1985	278.05	0.00	86855.87	-2.41	-2.41	250.88	0.000	0.000	178.69	421.610
2/28/1985	278.79	0.00	87204.95	-1.27	-1.27	222.12	0.000	0.000	199.84	415.936
3/1/1985	278.82	0.00	86957.38	0.75	0.75	231.19	0.500	0.021	190.08	410.882
3/2/1985	273.56	0.00	85971.70	2.44	2.44	281.19	8.341	0.348	74.32	420.058
3/3/1985	270.43	0.00	86545.55	0.59	0.59	199.00	3.534	0.147	200.14	424.121
3/4/1985	271.59	0.00	86449.66	1.99	1.99	255.97	7.839	0.327	96.43	431.909
3/5/1985	270.27	0.00	86360.73	0.75	0.75	259.29	2.352	0.098	126.61	442.651
3/6/1985	270.91	0.00	86103.86	1.25	1.25	267.68	39.085	1.629	137.85	497.951
3/7/1985	271.28	0.00	86341.31	0.48	0.48	272.20	22.513	0.938	141.13	535.022
3/8/1985	270.45	0.00	87026.37	-1.53	-1.53	214.34	0.018	0.001	207.61	537.453
3/9/1985	274.84	0.00	87050.88	-0.88	-0.88	244.75	1.265	0.053	184.41	538.802
3/10/1985	275.81	0.00	86783.92	-0.14	-0.14	292.83	11.715	0.488	107.17	549.260
3/11/1985	274.59	0.00	86873.45	0.12	0.12	295.34	7.246	0.302	94.47	557.808
3/12/1985	273.46	0.00	86918.44	0.35	0.35	225.19	0.344	0.014	225.85	558.314
3/13/1985	274.31	0.00	86955.34	-1.90	-1.90	209.58	0.000	0.000	232.98	557.418
3/14/1985	275.92	0.00	86866.39	-1.65	-1.65	214.52	0.000	0.000	235.48	555.674
3/15/1985	276.27	0.00	86819.72	-1.16	-1.16	214.11	0.000	0.000	238.25	552.693
3/16/1985	275.80	0.00	86953.48	-0.78	-0.78	220.66	0.000	0.000	236.09	548.738
3/17/1985	275.93	0.00	87058.98	-0.75	-0.75	235.84	0.000	0.000	214.29	544.574
3/18/1985	276.27	0.00	86865.48	-0.03	-0.03	286.16	5.398	0.225	153.11	547.884
3/19/1985	276.50	0.00	87117.51	-0.19	-0.19	237.82	0.229	0.010	236.11	546.166
3/20/1985	278.27	0.00	87303.28	0.50	0.50	232.16	0.000	0.000	242.66	540.065
3/21/1985	276.11	0.00	87095.50	2.38	2.38	222.27	0.000	0.000	245.76	534.543
3/22/1985	274.07	0.00	87032.37	0.57	0.57	215.87	0.124	0.005	247.74	529.757
3/23/1985	277.23	0.00	87135.33	1.00	1.00	230.26	0.000	0.000	248.69	523.989
3/24/1985	276.88	0.00	86818.26	2.11	2.11	266.45	10.877	0.453	149.35	526.137
3/25/1985	273.01	0.00	86459.48	2.97	2.97	268.39	16.098	0.671	189.60	537.646
3/26/1985	270.63	0.00	86283.48	0.75	0.75	254.31	14.828	0.618	160.48	568.546
3/27/1985	272.90	0.00	85779.89	4.64	4.64	286.89	31.006	1.292	105.49	630.111
3/28/1985	271.69	0.00	86091.53	3.10	3.10	275.99	19.245	0.802	115.35	668.805
3/29/1985	270.55	0.00	86837.61	0.43	0.43	206.15	0.014	0.001	255.71	669.667
3/30/1985	274.64	0.00	87509.95	0.03	0.03	233.18	0.045	0.002	257.35	667.891
3/31/1985	279.03	0.00	87698.27	-0.30	-0.30	239.20	0.054	0.002	266.23	663.171
4/1/1985	281.95	0.00	87672.48	-1.83	-1.83	240.36	0.101	0.004	277.27	655.275
4/2/1985	284.24	0.00	87591.13	-0.96	-0.96	251.43	0.084	0.003	277.22	644.629
4/3/1985	284.54	0.00	87177.78	0.54	0.54	251.09	0.000	0.000	280.15	633.118
4/4/1985	283.00	0.00	86708.03	-0.72	-0.72	252.49	0.000	0.000	279.14	621.708
4/5/1985	283.68	0.00	86690.28	-1.33	-1.33	252.99	0.000	0.000	271.19	609.458
4/6/1985	284.12	0.01	86933.39	-0.15	-0.15	257.06	0.000	0.000	283.67	596.519
4/7/1985	283.46	0.00	87235.41	-0.31	-0.31	250.80	0.108	0.004	284.93	582.862
4/8/1985	284.72	0.00	87266.98	-0.19	-0.19	259.68	0.103	0.004	282.34	567.842
4/9/1985	284.64	0.00	87060.06	-0.31	-0.31	253.30	0.000	0.000	289.66	551.911
4/10/1985	281.49	0.01	86865.81	0.66	0.66	252.81	0.000	0.000	280.89	537.259
4/11/1985	280.53	0.01	87138.04	0.67	0.67	250.22	0.034	0.001	290.24	523.956
4/12/1985	283.12	0.00	87485.17	-0.79	-0.79	248.88	0.000	0.000	294.31	509.217
4/13/1985	286.62	0.01	87509.12	-1.92	-1.92	264.13	0.000	0.000	295.52	491.134
4/14/1985	288.47	0.01	87127.67	-0.57	-0.57	270.15	0.000	0.000	296.32	471.880
4/15/1985	285.70	0.01	86547.75	0.42	0.42	280.51	0.466	0.019	249.52	454.284
4/16/1985	280.30	0.01	86256.02	0.18	0.18	259.14	0.035	0.001	263.12	442.057
4/17/1985	278.55	0.00	86357.00	0.55	0.55	302.25	6.437	0.268	179.17	441.547
4/18/1985	279.53	0.01	86600.13	1.13	1.13	256.85	1.481	0.062	244.37	434.334
4/19/1985	278.02	0.01	86664.91	3.72	3.72	270.18	0.586	0.024	275.83	426.555
4/20/1985	273.99	0.00	86408.75	1.93	1.93	259.40	4.841	0.202	138.33	427.169
4/21/1985	274.33	0.00	86214.13	0.58	0.58	306.04	5.741	0.239	113.64	434.646
4/22/1985	278.11	0.01	86598.69	1.15	1.15	270.64	0.121	0.005	293.00	431.531
4/23/1985	281.90	0.01	87111.37	2.31	2.31	252.67	0.079	0.003	309.75	421.095
4/24/1985	281.07	0.00	87192.35	0.83	0.83	229.62	0.000	0.000	319.57	410.517
4/25/1985	277.81	0.00	86741.88	1.22	1.22	219.30	0.000	0.000	319.42	403.123
4/26/1985	277.59	0.00	86527.11	-1.95	-1.95	218.76	0.000	0.000	319.49	396.984
4/27/1985	283.20	0.00	86606.58	-2.00	-2.00	248.11	0.000	0.000	319.17	387.119
4/28/1985	284.46	0.01	86867.09	0.42	0.42	259.79	0.000	0.000	296.92	374.750
4/29/1985	284.30	0.00	87211.44	0.30	0.30	283.08	0.000	0.000	277.04	363.226
4/30/1985	286.19	0.01	87116.91	-0.39	-0.39	267.46	0.000	0.000	313.73	350.364
5/1/1985	287.68	0.01	86931.24	0.13	0.13	267.47	0.000	0.000	326.56	335.795
5/2/1985	286.27	0.01	86817.17	0.97	0.97	275.39	0.000	0.000	315.91	321.805
5/3/1985	282.58	0.01	86930.10	1.93	1.93	251.50	0.000	0.000	335.73	310.687
5/4/1985	281.92	0.00	86840.63	0.47	0.47	236.84	0.000	0.000	339.36	301.033
5/5/1985	284.66	0.00	86490.92	-0.31	-0.31	255.52	0.000	0.000	337.16	290.083
5/6/1985	282.76	0.01	86421.81	1.01	1.01	251.76	0.000	0.000	337.55	279.221
5/7/1985	281.08	0.01	86663.27	0.87	0.87	252.36	0.000	0.000	330.16	270.035
5/8/1985	280.35	0.00	86768.11	1.21	1.21	254.05	0.026	0.001	318.38	262.025
5/9/1985	281.32	0.00	86591.67	1.42	1.42	278.03	0.031	0.001	302.66	254.805
5/10/1985	278.79	0.00	86485.02	2.18	2.18	273.52	0.159	0.007	249.03	249.178
5/11/1985	279.45	0.01	86734.36	1.10	1.10	262.91	0.000	0.000	312.21	243.023
5/12/1985	281.11	0.00	86786.54	0.84	0.84	248.77	0.000	0.000	331.17	235.739
5/13/1985	284.86	0.00	87003.27	-0.22	-0.22	259.67	0.000	0.000	340.35	227.001
5/14/1985	285.87	0.01	86824.44	1.98	1.98	263.98	0.000	0.000	348.25	217.402
5/15/1985	284.53	0.00	86539.23	-0.20	-0.20	247.01	0.000	0.000	352.07	209.168
5/16/1985	285.10	0.01	86641.00	-0.23	-0.23	263.97	0.000	0.000	346.73	201.181
5/17/1985	283.72	0.01	86988.02	0.45	0.45	263.22	0.000	0.000	348.71	193.131
5/18/1985	284.35	0.01	86881.59	0.51	0.51	262.16	0.000	0.000	345.88	184.988
5/19/1985	285.93	0.01	86559.38	1.33	1.33	274.45	0.000	0.000	347.85	176.349
5/20/1985	285.12	0.01	86687.19	2.10	2.10	268.55	0.000	0.000	350.65	168.367
5/21/1985	286.16	0.01	86981.61	-0.13	-0.13	269.87	0.011	0.000	351.01	160.931
5/22/1985	288.61	0.01	87054.16	-0.39	-0.39	288.03	0.000	0.000	324.55	152.886
5/23/1985	289.02	0.01	87080.44	0.63	0.63	292.29	0.000	0.000	349.38	144.483
5/24/1985	287.74	0.01	86974.13	0.56	0.56	283.17	0.000	0.000	351.66	136.662
5/25/1985	286.27	0.01	86704.27	0.48	0.48	265.47	0.000	0.000	356.39	129.919
5/26/1985	283.88	0.01	86511.33	0.87	0.87	260.27	0.000	0.000	347.28	124.326
5/27/1985	283.32	0.01	86571.77	1.56	1.56	275.19	0.016	0.001	331.67	119.398
5/28/1985	281.30	0.01	86754.76	2.06	2.06	280.40	0.079	0.003	222.33	115.773
5/29/1985	279.61	0.01	86828.98	2.90	2.90	284.37	0.790	0.033	329.56	113.727
5/30/1985	282.28	0.00	86776.34	0.35	0.35	244.55	0.000	0.000	360.54	110.505
5/31/1985	281.10	0.00	86466.38	1.03	1.03	275.34	0.008	0.000	167.46	107.795
6/1/1985	279.78	0.01	86763.44	1.37	1.37	274.30	0.068	0.003	305.48	106.055
6/2/1985	279.53	0.01	86725.13	0.18	0.18	297.02	10.287	0.429	156.29	107.065
6/3/1985	283.37	0.01	86680.61	0.51	0.51	277.49	1.162	0.048	326.56	104.251
6/4/1985	287.21	0.01	86988.37	1.25	1.25	316.92	0.016	0.001	284.67	99.413
6/5/1985	288.28	0.01	86967.06	1.15	1.15	324.03	0.000	0.000	274.90	94.495
6/6/1985	289.54	0.01	87135.21	1.40	1.40	311.30	0.432	0.018	332.86	89.106
6/7/1985	291.23	0.01	87225.52	1.46	1.46	298.74	0.000	0.000	343.04	83.696
6/8/1985	290.81	0.01	87251.91	0.99	0.99	294.65	0.000	0.000	338.98	78.806
6/9/1985	292.92	0.01	87004.39	0.74	0.74	304.92	0.000	0.000	331.94	74.021
6/10/1985	292.89	0.01	86874.98	-0.18	-0.18	294.37	0.000	0.000	335.05	69.467
6/11/1985	294.18	0.01	86972.95	-1.68	-1.68	298.64	0.000	0.000	346.28	64.882
6/12/1985	295.52	0.01	87035.23	-0.45	-0.45	308.02	0.000	0.000	341.83	60.404
6/13/1985	294.86	0.01	86891.78	0.74	0.74	306.73	0.000	0.000	346.54	56.275
6/14/1985	294.02	0.01	86832.80	0.91	0.91	296.42	0.000	0.000	348.41	52.638
6/15/1985	294.95	0.01	86757.69	-0.37	-0.37	309.90	0.000	0.000	346.10	49.051
6/16/1985	296.91	0.01	86732.45	-0.16	-0.16	327.40	0.000	0.000	343.82	45.400
6/17/1985	296.88	0.01	86896.70	-0.82	-0.82	332.48	0.000	0.000	341.77	41.869
6/18/1985	296.66	0.01	87100.88	-0.91	-0.91	333.35	0.085	0.004	340.22	38.558
6/19/1985	295.36	0.01	86815.60	-0.87	-0.87	325.80	0.055	0.002	343.59	35.558
6/20/1985	292.85	0.01	86547.17	0.69	0.69	317.68	0.038	0.002	342.32	33.079
6/21/1985	294.07	0.01	86616.50	-0.60	-0.60	318.92	0.046	0.002	344.16	30.771
6/22/1985	294.22	0.01	86859.05	-0.24	-0.24	320.40	0.000	0.000	343.10	28.653
6/23/1985	291.63	0.01	86975.27	1.10	1.10	306.46	0.000	0.000	345.34	26.816
6/24/1985	290.56	0.01	86738.50	1.50	1.50	293.90	0.000	0.000	347.49	25.386
6/25/1985	288.26	0.00	86790.56	0.77	0.77	261.69	0.000	0.000	357.70	24.320
6/26/1985	290.47	0.00	87017.63	-1.28	-1.28	268.92	0.000	0.000	352.38	23.276
6/27/1985	292.64	0.01	87173.98	0.23	0.23	288.04	0.000	0.000	334.16	22.103
6/28/1985	293.64	0.01	87121.30	0.50	0.50	298.54	0.000	0.000	326.67	20.861
6/29/1985	290.42	0.01	87052.20	1.78	1.78	293.52	0.000	0.000	345.89	19.761
6/30/1985	288.65	0.01	87305.85	0.62	0.62	274.52	0.000	0.000	339.48	18.887
7/1/1985	291.98	0.01	87470.42	0.08	0.08	310.43	0.000	0.000	323.56	17.934
7/2/1985	294.52	0.01	87606.63	0.29	0.29	302.32	0.000	0.000	355.36	16.853
7/3/1985	294.83	0.01	87454.63	0.69	0.69	298.61	0.000	0.000	356.07	15.810
7/4/1985	295.35	0.01	87276.19	1.15	1.15	308.82	0.000	0.000	354.79	14.766
7/5/1985	294.77	0.01	87224.34	0.97	0.97	301.03	0.000	0.000	356.83	13.812
7/6/1985	294.79	0.01	87103.16	0.73	0.73	321.02	0.000	0.000	311.25	12.904
7/7/1985	294.48	0.01	87210.03	1.03	1.03	332.07	0.000	0.000	333.66	12.066
7/8/1985	295.50	0.01	87312.25	0.42	0.42	317.77	0.000	0.000	349.51	11.298
7/9/1985	297.35	0.01	87368.45	0.60	0.60	325.86	0.057	0.002	349.72	10.545
7/10/1985	296.24	0.01	87421.41	1.21	1.21	322.83	0.084	0.003	340.34	9.851
7/11/1985	295.75	0.01	87308.66	0.35	0.35	334.25	0.067	0.003	260.01	9.246
