Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
10/1/1984	279.17	0.0051	81550.98	2.24	2.24	303.44	1.603	0.067	135.35	0.000
10/2/1984	281.44	0.0049	81780.42	-0.70	-0.70	256.37	0.071	0.003	213.79	0.000
10/3/1984	283.27	0.0050	81869.04	1.09	1.09	261.40	0.000	0.000	213.03	0.000
10/4/1984	283.39	0.0049	81930.18	1.74	1.74	259.68	0.000	0.000	211.59	0.000
10/5/1984	283.02	0.0049	81953.54	0.89	0.89	254.77	0.000	0.000	209.98	0.000
10/6/1984	283.97	0.0051	82237.23	0.52	0.52	261.21	0.000	0.000	206.97	0.000
10/7/1984	286.07	0.0053	82580.29	0.27	0.27	272.16	0.000	0.000	204.66	0.000
10/8/1984	286.44	0.0046	82370.86	1.48	1.48	262.01	0.000	0.000	205.31	0.000
10/9/1984	284.36	0.0044	82000.90	1.02	1.02	255.39	1.128	0.047	195.71	0.000
10/10/1984	284.27	0.0043	81789.70	1.09	1.09	266.55	1.281	0.053	191.15	0.000
10/11/1984	280.36	0.0059	81599.77	3.27	3.27	308.28	26.234	1.093	139.07	1.509
10/12/1984	279.27	0.0044	82054.63	0.81	0.81	263.88	0.033	0.001	153.04	1.487
10/13/1984	283.00	0.0063	82443.81	1.63	1.63	278.03	0.028	0.001	179.91	0.931
10/14/1984	281.90	0.0035	81961.57	1.87	1.87	234.31	0.000	0.000	196.57	0.686
10/15/1984	277.06	0.0021	81420.94	1.74	1.74	212.16	13.083	0.545	173.56	1.675
10/16/1984	273.58	0.0038	81291.46	0.16	0.16	273.40	9.682	0.403	83.89	6.736
10/17/1984	273.73	0.0042	81010.43	4.38	4.38	265.47	14.461	0.603	182.24	19.696
10/18/1984	273.31	0.0027	82089.70	0.47	0.47	226.46	0.786	0.033	143.07	19.632
10/19/1984	277.01	0.0045	81828.95	1.91	1.91	295.17	6.786	0.283	136.31	22.775
10/20/1984	276.04	0.0043	81450.93	1.41	1.41	232.08	0.087	0.004	176.70	22.303
10/21/1984	276.29	0.0035	81589.14	1.13	1.13	226.15	0.026	0.001	167.98	20.939
10/22/1984	277.37	0.0033	81905.07	0.25	0.25	225.48	0.118	0.005	177.08	19.364
10/23/1984	278.70	0.0029	82085.91	-1.09	-1.09	216.33	0.000	0.000	179.37	17.685
10/24/1984	280.65	0.0035	82017.45	-0.80	-0.80	241.40	0.067	0.003	173.00	15.948
10/25/1984	281.39	0.0033	81827.73	-1.32	-1.32	237.53	0.079	0.003	173.17	14.285
10/26/1984	281.10	0.0047	81805.95	2.30	2.30	285.08	0.576	0.024	72.89	13.450
10/27/1984	276.32	0.0037	81628.39	2.55	2.55	219.88	0.453	0.019	170.50	13.163
10/28/1984	276.49	0.0027	81823.46	1.95	1.95	258.40	0.065	0.003	81.97	12.951
10/29/1984	278.84	0.0055	81977.48	1.45	1.45	296.90	1.060	0.044	126.22	12.531
10/30/1984	278.12	0.0046	81871.61	1.13	1.13	235.18	0.630	0.026	163.18	11.843
10/31/1984	276.82	0.0035	81658.13	1.18	1.18	215.78	0.000	0.000	165.76	11.315
11/1/1984	278.23	0.0024	82096.63	-0.30	-0.30	215.54	0.000	0.000	159.06	10.752
11/2/1984	278.26	0.0036	82153.54	1.83	1.83	261.38	7.051	0.294	56.83	13.898
11/3/1984	277.51	0.0054	81892.11	2.81	2.81	267.15	5.482	0.228	145.86	15.568
11/4/1984	278.80	0.0035	82125.94	-0.41	-0.41	245.10	2.598	0.108	121.45	15.792
11/5/1984	281.96	0.0041	82039.77	-1.11	-1.11	291.44	1.743	0.073	86.88	15.844
11/6/1984	277.98	0.0051	81670.21	1.34	1.34	298.99	16.503	0.688	93.25	22.890
11/7/1984	275.54	0.0045	81595.86	1.30	1.30	282.02	0.053	0.002	67.70	26.816
11/8/1984	274.10	0.0046	81237.43	3.40	3.40	286.75	46.184	1.924	106.21	66.084
11/9/1984	270.25	0.0029	82204.96	0.77	0.77	221.87	1.801	0.075	130.43	71.839
11/10/1984	273.86	0.0033	82166.05	-0.38	-0.38	272.60	0.599	0.025	80.60	72.259
11/11/1984	276.77	0.0051	81900.14	-0.47	-0.47	304.38	9.538	0.397	93.00	78.151
11/12/1984	276.19	0.0046	81518.09	-0.94	-0.94	269.38	7.650	0.319	86.02	87.020
11/13/1984	274.45	0.0047	81165.38	1.03	1.03	287.34	35.797	1.492	89.96	115.376
11/14/1984	272.03	0.0033	82173.88	-1.29	-1.29	237.57	4.701	0.196	111.48	123.541
11/15/1984	275.38	0.0034	82022.88	-0.71	-0.71	266.88	0.154	0.006	119.65	124.655
11/16/1984	273.98	0.0044	81651.56	-0.30	-0.30	278.98	10.092	0.420	104.01	133.435
11/17/1984	273.63	0.0037	81779.38	-1.17	-1.17	220.46	0.476	0.020	134.26	134.981
11/18/1984	275.24	0.0046	81888.29	1.03	1.03	274.83	5.128	0.214	122.80	137.250
11/19/1984	274.13	0.0033	82096.98	-0.48	-0.48	216.43	1.101	0.046	126.71	138.698
11/20/1984	275.70	0.0042	82014.94	0.26	0.26	281.72	13.595	0.566	92.17	153.564
11/21/1984	272.49	0.0040	81409.43	0.43	0.43	279.95	9.834	0.410	90.32	166.432
11/22/1984	272.88	0.0035	81528.30	-2.47	-2.47	228.14	2.798	0.117	116.32	170.224
11/23/1984	274.17	0.0033	81802.45	-1.54	-1.54	211.93	0.665	0.028	126.34	171.215
11/24/1984	273.94	0.0044	81172.79	1.89	1.89	288.01	25.509	1.063	64.51	193.820
11/25/1984	268.11	0.0030	81319.71	3.25	3.25	251.20	5.114	0.213	74.31	199.630
11/26/1984	265.79	0.0021	81841.11	-1.02	-1.02	206.20	16.911	0.705	105.69	213.025
11/27/1984	272.90	0.0034	82060.75	-0.11	-0.11	286.60	2.379	0.099	57.18	227.971
11/28/1984	273.02	0.0043	81670.11	3.80	3.80	283.51	28.524	1.189	73.73	258.901
11/29/1984	269.83	0.0029	81924.66	0.59	0.59	210.39	0.153	0.006	113.41	259.570
11/30/1984	272.76	0.0034	81960.43	0.91	0.91	236.68	0.000	0.000	119.55	258.989
12/1/1984	272.12	0.0032	81747.21	0.44	0.44	202.15	0.211	0.009	119.83	258.603
12/2/1984	274.07	0.0035	81692.88	0.01	0.01	247.61	1.631	0.068	96.31	258.898
12/3/1984	272.65	0.0038	81394.51	-0.68	-0.68	280.00	2.403	0.100	68.69	261.062
12/4/1984	271.64	0.0033	81566.52	-1.49	-1.49	206.64	0.003	0.000	115.78	261.311
12/5/1984	273.37	0.0037	81587.61	-1.69	-1.69	265.87	1.533	0.064	89.78	263.507
12/6/1984	274.98	0.0039	82173.60	-1.82	-1.82	251.50	0.051	0.002	92.45	263.194
12/7/1984	276.46	0.0032	82155.64	-0.75	-0.75	232.98	0.000	0.000	111.81	262.437
12/8/1984	276.28	0.0037	81718.37	-0.60	-0.60	268.38	2.536	0.106	73.51	264.025
12/9/1984	274.80	0.0041	81973.07	-1.09	-1.09	256.92	1.503	0.063	88.60	264.591
12/10/1984	274.25	0.0046	81509.75	0.29	0.29	282.74	13.483	0.562	60.14	278.194
12/11/1984	273.03	0.0042	81188.35	0.92	0.92	261.19	1.721	0.072	91.93	281.224
12/12/1984	274.05	0.0042	81281.67	2.76	2.76	266.15	0.477	0.020	88.88	282.417
12/13/1984	268.39	0.0022	80919.27	-1.03	-1.03	180.96	0.971	0.040	115.28	283.954
12/14/1984	270.20	0.0017	81135.30	-2.47	-2.47	186.91	0.514	0.021	110.03	284.631
12/15/1984	270.80	0.0026	81056.66	0.67	0.67	251.68	9.264	0.386	44.59	297.717
12/16/1984	268.02	0.0030	80772.70	3.41	3.41	255.19	20.491	0.854	94.22	329.293
12/17/1984	265.40	0.0020	81354.29	-1.36	-1.36	205.37	3.107	0.129	74.57	333.243
12/18/1984	268.27	0.0023	81113.65	-1.25	-1.25	231.43	0.754	0.031	88.40	334.347
12/19/1984	270.31	0.0033	81095.64	-1.02	-1.02	262.69	2.012	0.084	69.22	337.355
12/20/1984	268.92	0.0030	81234.63	0.60	0.60	215.96	0.029	0.001	103.16	337.402
12/21/1984	268.85	0.0025	81893.89	-0.58	-0.58	190.11	0.000	0.000	113.58	337.251
12/22/1984	270.92	0.0020	82337.02	-0.95	-0.95	178.76	0.000	0.000	115.09	336.959
12/23/1984	273.26	0.0018	82272.14	-1.01	-1.01	188.16	0.000	0.000	114.72	336.466
12/24/1984	273.26	0.0021	81933.74	-1.47	-1.47	192.17	0.007	0.000	114.82	335.838
12/25/1984	273.94	0.0019	81721.36	-1.18	-1.18	185.63	0.017	0.001	115.51	335.161
12/26/1984	272.01	0.0027	81163.34	-0.03	-0.03	222.91	0.081	0.003	86.28	334.710
12/27/1984	272.73	0.0034	81008.34	0.77	0.77	236.41	0.007	0.000	112.06	334.307
12/28/1984	272.50	0.0034	81147.23	2.11	2.11	218.15	0.002	0.000	112.87	333.786
12/29/1984	272.39	0.0027	81849.95	0.12	0.12	199.06	0.064	0.003	112.13	333.273
12/30/1984	274.07	0.0027	82344.91	1.35	1.35	227.15	0.000	0.000	106.53	332.621
12/31/1984	273.75	0.0024	82249.96	-0.10	-0.10	194.97	0.000	0.000	115.75	331.846
1/1/1985	274.79	0.0018	82498.39	-1.98	-1.98	187.96	0.008	0.000	118.61	330.768
1/2/1985	275.46	0.0022	82667.48	-2.04	-2.04	206.18	0.000	0.000	117.00	329.573
1/3/1985	276.75	0.0026	82696.74	-1.57	-1.57	214.33	0.004	0.000	117.70	328.190
1/4/1985	276.91	0.0024	82770.60	-1.65	-1.65	201.21	0.004	0.000	119.87	326.587
1/5/1985	276.97	0.0026	82568.94	-0.50	-0.50	249.84	1.513	0.063	99.33	326.192
1/6/1985	276.87	0.0038	81987.68	-1.06	-1.06	303.31	1.637	0.068	73.35	329.919
1/7/1985	274.43	0.0046	81531.23	0.23	0.23	299.43	16.141	0.673	80.43	341.794
1/8/1985	271.32	0.0036	81455.01	0.60	0.60	233.19	0.489	0.020	120.62	343.791
1/9/1985	271.53	0.0033	81662.63	0.24	0.24	214.87	0.057	0.002	104.43	343.536
1/10/1985	271.10	0.0031	81911.01	-1.31	-1.31	199.68	0.213	0.009	123.99	343.404
1/11/1985	273.07	0.0024	82378.02	-0.67	-0.67	190.36	0.000	0.000	125.75	342.902
1/12/1985	273.37	0.0019	82336.07	-2.75	-2.75	181.38	0.000	0.000	127.87	342.188
1/13/1985	274.98	0.0021	82185.90	-2.61	-2.61	196.21	0.000	0.000	126.57	341.296
1/14/1985	277.15	0.0023	82229.43	-0.28	-0.28	206.21	0.000	0.000	126.41	340.014
1/15/1985	277.51	0.0027	82199.52	0.32	0.32	225.61	0.000	0.000	124.39	338.362
1/16/1985	278.15	0.0028	82205.92	-1.74	-1.74	225.48	0.004	0.000	126.08	336.409
1/17/1985	278.91	0.0032	82560.95	-2.33	-2.33	229.06	0.004	0.000	127.26	334.120
1/18/1985	277.70	0.0030	82360.64	-0.37	-0.37	222.88	0.000	0.000	129.49	331.778
1/19/1985	276.31	0.0027	82062.20	-0.47	-0.47	217.02	0.000	0.000	130.47	329.865
1/20/1985	276.72	0.0027	82013.76	0.12	0.12	214.41	0.000	0.000	133.40	328.056
1/21/1985	274.46	0.0028	81717.94	-0.05	-0.05	205.57	0.000	0.000	135.49	326.458
1/22/1985	273.51	0.0027	81757.23	-1.40	-1.40	197.66	0.004	0.000	137.20	325.178
1/23/1985	272.54	0.0026	81783.73	-0.19	-0.19	192.31	0.001	0.000	137.75	324.186
1/24/1985	270.89	0.0025	81788.32	0.48	0.48	189.93	0.164	0.007	138.85	323.774
1/25/1985	271.27	0.0028	81966.05	0.22	0.22	254.45	0.155	0.006	67.25	324.797
1/26/1985	271.86	0.0036	81935.56	0.69	0.69	280.09	7.976	0.332	72.85	336.891
1/27/1985	270.22	0.0032	81857.52	0.19	0.19	228.78	1.756	0.073	139.94	340.911
1/28/1985	269.18	0.0031	81621.04	1.48	1.48	241.11	3.605	0.150	79.16	342.693
1/29/1985	267.38	0.0026	81442.09	1.31	1.31	194.29	0.871	0.036	145.73	343.893
1/30/1985	266.27	0.0021	81473.32	0.09	0.09	174.71	0.582	0.024	151.05	344.028
1/31/1985	266.66	0.0017	81469.13	0.85	0.85	176.77	1.993	0.083	144.02	345.362
2/1/1985	266.31	0.0018	81285.85	0.66	0.66	190.42	0.014	0.001	139.17	346.948
2/2/1985	267.92	0.0028	80861.79	2.37	2.37	239.70	7.015	0.292	133.70	354.967
2/3/1985	265.83	0.0023	81000.06	2.01	2.01	221.06	1.030	0.043	92.98	355.400
2/4/1985	266.00	0.0023	81305.63	0.64	0.64	203.77	0.411	0.017	158.82	355.629
2/5/1985	268.05	0.0018	81765.45	0.07	0.07	204.36	1.140	0.047	136.79	357.031
2/6/1985	269.93	0.0021	81716.42	1.06	1.06	196.93	0.000	0.000	136.19	356.993
2/7/1985	271.46	0.0035	81846.82	1.24	1.24	285.29	18.171	0.757	82.83	376.735
2/8/1985	272.74	0.0042	81432.27	3.25	3.25	286.20	44.280	1.845	117.68	433.288
2/9/1985	269.38	0.0031	81379.21	3.26	3.26	235.88	6.874	0.286	144.60	448.617
2/10/1985	267.82	0.0020	82043.89	-0.42	-0.42	183.56	0.336	0.014	161.89	449.255
2/11/1985	273.75	0.0023	82519.27	-0.37	-0.37	243.83	0.095	0.004	125.69	449.102
2/12/1985	277.90	0.0040	82540.01	0.10	0.10	281.64	0.148	0.006	150.81	448.331
2/13/1985	277.29	0.0034	82431.82	-1.07	-1.07	217.27	0.000	0.000	174.99	446.778
2/14/1985	279.98	0.0031	82723.69	-0.82	-0.82	221.08	0.000	0.000	173.52	444.088
2/15/1985	280.45	0.0032	82587.64	0.19	0.19	230.34	0.070	0.003	175.25	440.693
2/16/1985	280.53	0.0031	82024.96	0.75	0.75	225.16	0.007	0.000	174.91	436.697
2/17/1985	279.78	0.0032	81785.49	1.38	1.38	250.93	0.000	0.000	153.70	432.873
2/18/1985	278.58	0.0035	81982.48	-0.83	-0.83	225.61	0.000	0.000	182.59	429.142
2/19/1985	278.39	0.0036	82011.25	0.81	0.81	221.78	0.000	0.000	182.07	425.083
2/20/1985	274.02	0.0035	81202.33	1.65	1.65	207.11	0.247	0.010	188.90	422.740
2/21/1985	273.76	0.0021	81315.04	-3.38	-3.38	194.50	0.026	0.001	190.32	420.559
2/22/1985	278.00	0.0032	81832.02	-1.99	-1.99	221.88	0.000	0.000	190.63	416.726
2/23/1985	278.42	0.0029	82125.56	-1.45	-1.45	216.54	0.000	0.000	192.81	412.275
2/24/1985	279.70	0.0031	82456.92	0.36	0.36	216.91	0.000	0.000	194.26	407.490
2/25/1985	278.76	0.0034	82203.66	0.83	0.83	222.64	0.000	0.000	196.37	402.554
2/26/1985	278.02	0.0034	81925.38	0.13	0.13	218.81	0.000	0.000	196.47	397.694
2/27/1985	277.81	0.0038	81782.54	-1.31	-1.31	233.31	0.000	0.000	187.69	392.934
2/28/1985	278.41	0.0032	82129.66	-0.13	-0.13	218.47	0.000	0.000	202.79	388.054
3/1/1985	277.67	0.0032	81950.66	2.04	2.04	220.56	1.759	0.073	206.80	385.647
3/2/1985	271.18	0.0034	80860.91	4.21	4.21	266.05	14.877	0.620	120.11	398.492
3/3/1985	268.00	0.0020	81230.13	0.77	0.77	190.90	0.920	0.038	209.68	400.707
3/4/1985	269.98	0.0026	81356.35	2.83	2.83	232.77	4.029	0.168	112.67	402.758
3/5/1985	268.69	0.0028	81236.48	1.12	1.12	236.97	1.084	0.045	130.53	407.541
3/6/1985	268.02	0.0029	81030.31	1.94	1.94	258.74	27.373	1.141	132.43	444.212
3/7/1985	268.56	0.0029	81248.04	1.09	1.09	262.62	14.550	0.606	152.23	470.059
3/8/1985	271.21	0.0024	81862.14	-1.66	-1.66	201.93	0.000	0.000	213.46	471.423
3/9/1985	275.42	0.0034	81968.16	-0.84	-0.84	239.45	3.559	0.148	187.21	473.366
3/10/1985	275.02	0.0046	81696.73	0.14	0.14	288.52	15.718	0.655	119.94	486.781
3/11/1985	273.11	0.0041	81696.80	0.17	0.17	286.72	10.539	0.439	110.66	499.129
3/12/1985	272.51	0.0034	81745.61	0.80	0.80	220.07	0.499	0.021	227.12	499.334
3/13/1985	274.04	0.0030	81806.70	-1.43	-1.43	200.46	0.130	0.005	235.01	497.798
3/14/1985	275.39	0.0029	81783.48	-0.80	-0.80	208.04	0.154	0.006	234.57	495.729
3/15/1985	275.84	0.0030	81721.06	-0.33	-0.33	211.99	0.805	0.034	237.26	493.451
3/16/1985	275.85	0.0034	81860.60	0.15	0.15	215.87	0.107	0.004	234.80	489.991
3/17/1985	276.03	0.0041	81958.64	-0.11	-0.11	238.52	1.837	0.077	214.02	487.218
3/18/1985	274.69	0.0043	81694.58	0.61	0.61	274.57	7.377	0.307	169.26	492.455
3/19/1985	275.11	0.0040	81951.11	-0.28	-0.28	225.55	0.191	0.008	232.59	491.437
3/20/1985	277.47	0.0037	82210.41	0.74	0.74	219.29	0.000	0.000	244.86	486.610
3/21/1985	275.80	0.0034	81963.23	2.76	2.76	207.03	0.000	0.000	250.11	481.952
3/22/1985	275.08	0.0027	81842.89	1.70	1.70	206.39	0.044	0.002	249.50	477.607
3/23/1985	277.52	0.0032	82061.81	1.61	1.61	219.09	0.000	0.000	251.46	472.061
3/24/1985	277.14	0.0035	81820.14	2.78	2.78	222.55	1.012	0.042	212.51	467.736
3/25/1985	273.50	0.0037	81314.07	4.01	4.01	252.62	13.374	0.557	226.37	471.448
3/26/1985	269.92	0.0030	81263.80	1.46	1.46	231.13	12.912	0.538	181.99	496.164
3/27/1985	271.19	0.0038	80884.40	5.53	5.53	278.49	32.448	1.352	119.87	545.815
3/28/1985	269.49	0.0032	80967.41	4.96	4.96	264.18	21.761	0.907	153.23	581.393
3/29/1985	267.74	0.0023	81534.16	-0.14	-0.14	188.98	0.018	0.001	258.65	582.420
3/30/1985	272.85	0.0029	82297.11	-0.77	-0.77	211.14	0.000	0.000	261.14	580.517
3/31/1985	277.32	0.0039	82555.48	-1.31	-1.31	223.46	0.000	0.000	268.02	575.803
4/1/1985	280.45	0.0038	82649.57	-2.54	-2.54	225.74	0.000	0.000	280.10	568.492
4/2/1985	283.06	0.0042	82627.13	-1.16	-1.16	235.60	0.000	0.000	279.07	559.212
4/3/1985	282.65	0.0044	82202.63	0.21	0.21	234.83	0.000	0.000	283.34	549.491
4/4/1985	281.67	0.0042	81718.02	-0.97	-0.97	236.34	0.000	0.000	282.07	539.831
4/5/1985	282.59	0.0044	81749.70	-1.24	-1.24	239.48	0.000	0.000	274.48	529.370
4/6/1985	283.33	0.0047	81980.49	0.13	0.13	243.18	0.000	0.000	285.37	518.187
4/7/1985	282.13	0.0042	82267.93	-0.62	-0.62	236.12	0.000	0.000	289.57	506.912
4/8/1985	282.78	0.0041	82334.56	-0.70	-0.70	240.94	0.000	0.000	286.96	495.299
4/9/1985	282.99	0.0042	82132.06	-0.72	-0.72	236.00	0.000	0.000	293.27	483.296
4/10/1985	280.62	0.0046	81906.41	1.18	1.18	237.97	0.000	0.000	284.73	471.887
4/11/1985	279.61	0.0045	82118.74	1.01	1.01	232.36	0.000	0.000	295.10	461.157
4/12/1985	281.97	0.0039	82455.24	-0.96	-0.96	234.57	0.000	0.000	297.22	449.398
4/13/1985	284.63	0.0045	82578.04	-1.90	-1.90	246.71	0.000	0.000	298.57	435.998
4/14/1985	286.34	0.0048	82264.25	-0.92	-0.92	252.34	0.000	0.000	298.83	421.855
4/15/1985	284.34	0.0054	81700.61	0.24	0.24	268.79	0.000	0.000	238.86	408.844
4/16/1985	279.75	0.0046	81289.23	0.78	0.78	246.56	1.691	0.070	270.88	399.330
4/17/1985	276.19	0.0047	81271.14	1.14	1.14	285.11	10.415	0.434	187.19	403.311
4/18/1985	276.99	0.0043	81528.82	1.00	1.00	238.59	0.161	0.007	278.45	399.798
4/19/1985	276.69	0.0046	81594.86	4.29	4.29	252.10	0.002	0.000	301.69	393.444
4/20/1985	271.63	0.0030	81333.33	2.06	2.06	242.31	2.830	0.118	149.02	392.977
4/21/1985	273.25	0.0040	81166.71	0.74	0.74	288.08	1.505	0.063	167.91	394.334
4/22/1985	276.03	0.0042	81490.74	1.22	1.22	245.09	0.055	0.002	300.42	390.367
4/23/1985	279.27	0.0040	82057.32	2.14	2.14	230.83	0.000	0.000	307.91	381.947
4/24/1985	278.78	0.0032	82078.45	1.50	1.50	209.91	0.000	0.000	323.78	373.688
4/25/1985	274.91	0.0026	81531.45	1.72	1.72	200.04	0.054	0.002	323.40	368.584
4/26/1985	274.57	0.0024	81276.56	-2.18	-2.18	199.76	0.081	0.003	322.84	365.139
4/27/1985	279.28	0.0032	81554.60	-2.64	-2.64	226.29	0.974	0.041	321.85	360.030
4/28/1985	281.42	0.0037	81933.44	0.73	0.73	233.78	0.000	0.000	309.47	350.902
4/29/1985	281.89	0.0036	82229.70	0.72	0.72	257.79	0.000	0.000	293.80	341.570
4/30/1985	283.60	0.0038	82163.31	-0.25	-0.25	240.91	0.000	0.000	322.95	331.122
5/1/1985	285.16	0.0042	82039.77	-0.06	-0.06	247.06	0.000	0.000	326.88	319.082
5/2/1985	284.64	0.0046	81928.95	1.71	1.71	262.21	0.000	0.000	306.78	307.261
5/3/1985	281.42	0.0040	81936.67	2.48	2.48	233.52	0.000	0.000	333.23	297.444
5/4/1985	281.04	0.0034	81798.66	1.11	1.11	221.85	0.000	0.000	336.05	288.472
5/5/1985	282.73	0.0041	81538.16	0.69	0.69	243.77	0.000	0.000	327.32	278.783
5/6/1985	281.35	0.0045	81494.69	1.82	1.82	239.78	0.000	0.000	333.86	269.187
5/7/1985	279.63	0.0045	81670.25	1.25	1.25	237.74	0.000	0.000	331.15	260.725
5/8/1985	278.77	0.0042	81731.55	1.73	1.73	244.15	0.065	0.003	300.73	253.726
5/9/1985	279.34	0.0046	81570.11	2.06	2.06	279.18	0.130	0.005	237.08	248.409
5/10/1985	276.79	0.0042	81423.46	2.89	2.89	267.69	0.049	0.002	280.38	244.425
5/11/1985	277.52	0.0042	81617.11	1.37	1.37	241.10	0.000	0.000	322.24	238.576
5/12/1985	279.26	0.0040	81706.59	1.13	1.13	235.75	0.000	0.000	336.09	231.397
5/13/1985	282.48	0.0039	82000.86	0.36	0.36	241.72	0.000	0.000	340.52	223.435
5/14/1985	284.04	0.0045	81905.70	2.70	2.70	246.51	0.014	0.001	344.52	214.707
5/15/1985	283.50	0.0041	81581.52	2.02	2.02	235.44	0.024	0.001	347.70	206.509
5/16/1985	282.86	0.0050	81685.91	1.07	1.07	249.24	0.020	0.001	343.79	198.433
5/17/1985	282.19	0.0046	81978.20	0.48	0.48	240.00	0.000	0.000	347.80	190.545
5/18/1985	283.20	0.0045	81897.86	0.90	0.90	242.75	0.042	0.002	341.81	182.842
5/19/1985	283.88	0.0049	81608.23	1.64	1.64	250.68	0.050	0.002	346.10	174.901
5/20/1985	282.70	0.0048	81694.59	2.56	2.56	241.21	0.000	0.000	350.11	167.462
5/21/1985	283.05	0.0046	81988.13	-0.17	-0.17	245.74	0.003	0.000	349.38	160.506
5/22/1985	285.75	0.0050	82118.02	0.40	0.40	262.16	0.000	0.000	342.79	152.958
5/23/1985	286.70	0.0059	82154.63	1.12	1.12	268.68	0.000	0.000	346.74	145.085
5/24/1985	286.09	0.0054	82058.69	1.04	1.04	263.75	0.000	0.000	347.97	137.449
5/25/1985	284.78	0.0048	81787.73	1.03	1.03	248.71	0.000	0.000	352.74	130.351
5/26/1985	282.39	0.0048	81561.65	1.56	1.56	244.73	0.000	0.000	343.23	124.334
5/27/1985	281.34	0.0053	81585.70	1.85	1.85	249.58	0.003	0.000	343.99	119.034
5/28/1985	279.88	0.0048	81745.61	2.76	2.76	245.02	0.000	0.000	315.70	114.679
5/29/1985	278.48	0.0045	81744.02	3.70	3.70	273.78	0.091	0.004	336.10	111.771
5/30/1985	280.28	0.0030	81739.50	0.65	0.65	222.08	0.045	0.002	359.06	108.248
5/31/1985	279.90	0.0036	81513.56	2.01	2.01	249.49	0.000	0.000	249.14	104.892
6/1/1985	277.87	0.0040	81708.25	1.65	1.65	243.16	1.274	0.053	321.63	102.690
6/2/1985	278.41	0.0045	81655.01	1.22	1.22	296.32	4.906	0.204	189.72	101.663
6/3/1985	280.38	0.0054	81608.91	0.61	0.61	264.25	2.047	0.085	324.63	99.485
6/4/1985	285.11	0.0062	82029.73	1.55	1.55	283.61	0.229	0.010	318.32	94.096
6/5/1985	287.13	0.0074	82030.75	1.64	1.64	299.15	0.000	0.000	308.61	88.111
6/6/1985	288.41	0.0068	82228.90	1.92	1.92	288.07	0.397	0.017	337.50	81.926
6/7/1985	290.31	0.0059	82357.25	1.57	1.57	274.07	0.000	0.000	344.66	75.810
6/8/1985	289.68	0.0051	82377.45	1.59	1.59	267.71	0.000	0.000	344.99	70.268
6/9/1985	290.98	0.0058	82134.27	1.36	1.36	280.75	0.000	0.000	335.30	65.478
6/10/1985	290.78	0.0051	81996.88	0.51	0.51	272.10	0.000	0.000	342.67	60.990
6/11/1985	292.24	0.0055	82135.46	-1.01	-1.01	283.70	0.000	0.000	345.93	56.548
6/12/1985	293.16	0.0055	82226.46	0.35	0.35	286.16	0.000	0.000	344.98	52.121
6/13/1985	292.44	0.0061	82061.10	0.96	0.96	285.98	0.000	0.000	345.91	48.054
6/14/1985	292.37	0.0060	81975.35	0.97	0.97	282.33	0.000	0.000	346.92	44.324
6/15/1985	293.25	0.0060	81955.55	-0.11	-0.11	289.60	0.000	0.000	345.74	40.828
6/16/1985	294.54	0.0068	81951.90	-0.01	-0.01	298.87	0.000	0.000	344.75	37.427
6/17/1985	294.75	0.0076	82099.80	-0.08	-0.08	306.73	0.000	0.000	339.99	34.108
6/18/1985	295.05	0.0076	82303.17	-0.41	-0.41	308.12	0.632	0.026	338.81	30.983
6/19/1985	294.11	0.0069	82013.89	0.33	0.33	301.18	0.026	0.001	344.34	28.096
6/20/1985	291.32	0.0066	81695.62	1.24	1.24	288.47	0.205	0.009	344.39	25.848
6/21/1985	292.35	0.0071	81761.63	0.32	0.32	298.05	0.044	0.002	343.66	23.878
6/22/1985	292.67	0.0072	82024.24	0.59	0.59	297.36	0.000	0.000	344.48	21.958
6/23/1985	290.52	0.0070	82097.66	1.50	1.50	288.40	0.000	0.000	343.56	20.341
6/24/1985	289.22	0.0066	81834.52	2.31	2.31	284.55	0.000	0.000	343.56	19.004
6/25/1985	286.58	0.0049	81820.01	1.60	1.60	252.11	0.000	0.000	354.84	18.076
6/26/1985	288.54	0.0037	82129.13	-0.25	-0.25	252.30	0.014	0.001	352.45	17.244
6/27/1985	290.64	0.0045	82320.57	0.48	0.48	268.67	0.059	0.002	334.92	16.244
6/28/1985	291.44	0.0050	82309.50	0.51	0.51	281.25	0.050	0.002	327.28	15.206
6/29/1985	289.51	0.0051	82193.36	2.41	2.41	281.89	0.000	0.000	342.41	14.302
6/30/1985	287.59	0.0043	82399.39	1.23	1.23	260.84	0.000	0.000	342.75	13.615
7/1/1985	290.37	0.0049	82599.75	0.46	0.46	283.11	0.000	0.000	334.08	12.902
7/2/1985	292.42	0.0050	82747.42	0.38	0.38	271.61	0.000	0.000	352.38	12.191
7/3/1985	292.86	0.0044	82600.98	0.81	0.81	272.78	0.000	0.000	347.33	11.485
7/4/1985	293.83	0.0057	82443.82	1.47	1.47	288.65	0.000	0.000	345.23	10.726
7/5/1985	293.47	0.0052	82416.37	1.31	1.31	285.68	0.000	0.000	344.38	9.998
7/6/1985	293.48	0.0063	82321.68	1.44	1.44	313.64	0.000	0.000	280.74	9.322
