Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
10/1/1984	281.49	0.0054	84533.88	2.22	2.22	302.68	6.424	0.268	203.12	0.001
10/2/1984	284.67	0.0054	84845.20	-1.21	-1.21	269.20	0.023	0.001	215.07	0.000
10/3/1984	286.20	0.0054	84816.22	0.62	0.62	272.65	0.000	0.000	211.39	0.000
10/4/1984	284.55	0.0056	84820.11	2.83	2.83	275.30	0.000	0.000	208.95	0.000
10/5/1984	283.48	0.0057	84870.05	2.12	2.12	264.29	0.000	0.000	208.46	0.000
10/6/1984	284.20	0.0060	85141.62	1.16	1.16	279.50	0.000	0.000	195.75	0.000
10/7/1984	286.09	0.0059	85459.51	0.83	0.83	280.21	0.000	0.000	202.26	0.000
10/8/1984	286.54	0.0055	85186.44	2.24	2.24	271.68	0.000	0.000	202.19	0.000
10/9/1984	284.40	0.0054	84868.51	1.94	1.94	268.98	0.000	0.000	198.39	0.000
10/10/1984	283.03	0.0051	84573.62	2.66	2.66	291.12	7.501	0.313	125.11	0.018
10/11/1984	279.70	0.0057	84301.57	4.88	4.88	301.62	31.847	1.327	175.11	0.726
10/12/1984	277.34	0.0044	85007.86	1.90	1.90	280.96	0.422	0.018	76.66	0.643
10/13/1984	281.41	0.0062	85327.86	3.14	3.14	293.02	1.023	0.043	169.14	0.379
10/14/1984	278.39	0.0033	85149.88	-0.90	-0.90	217.98	0.000	0.000	197.12	0.237
10/15/1984	274.87	0.0029	84692.55	-1.42	-1.42	215.33	3.225	0.134	176.20	0.419
10/16/1984	272.32	0.0033	84211.10	-1.70	-1.70	274.17	11.035	0.460	63.44	3.309
10/17/1984	272.93	0.0038	83959.81	4.47	4.47	249.80	8.387	0.349	182.86	10.081
10/18/1984	272.21	0.0029	85183.88	0.83	0.83	238.92	0.705	0.029	111.29	9.539
10/19/1984	275.59	0.0043	84726.79	3.32	3.32	298.44	3.070	0.128	105.38	9.856
10/20/1984	275.72	0.0045	84479.54	1.46	1.46	256.60	0.929	0.039	165.92	8.506
10/21/1984	275.81	0.0038	84744.27	-1.45	-1.45	240.66	0.062	0.003	148.27	6.691
10/22/1984	276.81	0.0036	85058.23	-2.54	-2.54	229.75	0.065	0.003	175.04	5.184
10/23/1984	278.00	0.0035	85338.59	-4.07	-4.07	229.70	0.000	0.000	168.04	3.721
10/24/1984	280.60	0.0040	85202.32	-2.32	-2.32	256.04	0.026	0.001	168.89	2.485
10/25/1984	281.12	0.0038	85010.82	-3.56	-3.56	247.61	0.133	0.006	161.07	1.604
10/26/1984	281.70	0.0054	84580.03	4.65	4.65	300.47	2.362	0.098	82.02	1.161
10/27/1984	275.04	0.0036	84573.66	1.84	1.84	214.13	0.873	0.036	168.48	1.032
10/28/1984	275.52	0.0035	84616.51	3.47	3.47	289.37	1.856	0.077	58.20	1.092
10/29/1984	278.25	0.0054	84793.75	3.46	3.46	306.44	2.749	0.115	114.29	1.223
10/30/1984	277.32	0.0044	84824.61	2.46	2.46	238.42	0.044	0.002	157.56	1.053
10/31/1984	275.43	0.0035	84748.91	0.44	0.44	215.89	0.000	0.000	162.16	0.943
11/1/1984	276.89	0.0027	84977.39	-0.40	-0.40	219.90	0.424	0.018	153.34	0.907
11/2/1984	278.43	0.0048	84522.22	5.16	5.16	306.47	30.261	1.261	61.71	3.964
11/3/1984	276.49	0.0048	84663.63	5.34	5.34	260.99	4.096	0.171	141.83	4.360
11/4/1984	275.94	0.0035	85091.60	-1.12	-1.12	228.32	0.684	0.029	138.32	4.152
11/5/1984	280.01	0.0041	84854.94	-1.45	-1.45	295.19	4.917	0.205	118.10	3.946
11/6/1984	279.03	0.0053	84310.52	3.78	3.78	312.54	20.538	0.856	87.60	5.037
11/7/1984	275.96	0.0045	84503.66	2.29	2.29	284.39	1.786	0.074	84.24	5.696
11/8/1984	275.29	0.0046	83938.52	4.13	4.13	292.36	22.951	0.956	91.74	12.537
11/9/1984	272.13	0.0034	85174.40	2.60	2.60	238.64	2.359	0.098	125.28	14.298
11/10/1984	275.27	0.0045	84879.08	1.96	1.96	310.09	20.447	0.852	58.82	20.150
11/11/1984	277.47	0.0055	84569.75	1.56	1.56	317.68	13.215	0.551	69.65	22.588
11/12/1984	277.55	0.0051	84195.02	1.61	1.61	281.96	8.930	0.372	79.25	22.801
11/13/1984	276.25	0.0048	83835.26	3.17	3.17	293.37	27.261	1.136	84.39	30.311
11/14/1984	272.33	0.0036	85197.99	0.79	0.79	239.69	2.056	0.086	108.57	32.193
11/15/1984	273.94	0.0035	84975.69	-1.64	-1.64	277.75	1.687	0.070	83.30	32.303
11/16/1984	274.68	0.0044	84566.22	-0.18	-0.18	285.61	5.722	0.238	96.03	34.163
11/17/1984	273.92	0.0035	84796.98	-1.06	-1.06	226.75	0.152	0.006	118.11	34.457
11/18/1984	275.56	0.0047	84733.70	2.07	2.07	294.24	11.636	0.485	91.24	37.775
11/19/1984	273.53	0.0036	85205.60	-1.87	-1.87	237.79	1.840	0.077	109.39	38.400
11/20/1984	275.33	0.0044	84802.51	1.77	1.77	301.95	8.393	0.350	45.06	41.688
11/21/1984	273.61	0.0040	84548.52	-1.53	-1.53	277.89	5.520	0.230	104.80	46.320
11/22/1984	273.51	0.0037	84774.11	-3.91	-3.91	221.43	1.094	0.046	121.73	46.738
11/23/1984	274.09	0.0035	84774.89	-0.48	-0.48	230.00	1.015	0.042	94.06	47.781
11/24/1984	275.05	0.0046	83779.13	3.45	3.45	302.55	37.045	1.544	67.74	66.374
11/25/1984	270.20	0.0031	84283.44	4.34	4.34	263.25	7.564	0.315	49.78	71.605
11/26/1984	267.39	0.0024	84904.61	-0.77	-0.77	213.80	20.729	0.864	101.59	81.140
11/27/1984	272.20	0.0036	84640.41	1.07	1.07	294.58	14.635	0.610	73.31	104.875
11/28/1984	273.89	0.0043	84268.08	6.05	6.05	278.93	19.785	0.824	72.13	125.221
11/29/1984	270.42	0.0032	84971.77	1.83	1.83	234.61	0.670	0.028	87.64	126.261
11/30/1984	273.12	0.0038	84902.13	3.17	3.17	260.16	0.699	0.029	106.20	126.618
12/1/1984	270.11	0.0032	84824.67	0.25	0.25	207.16	0.859	0.036	113.02	127.201
12/2/1984	272.82	0.0034	84611.84	-0.63	-0.63	278.25	1.662	0.069	85.20	128.312
12/3/1984	273.77	0.0041	84396.94	-0.85	-0.85	293.18	3.839	0.160	71.67	131.004
12/4/1984	271.12	0.0032	84574.50	-2.27	-2.27	209.93	0.020	0.001	109.68	130.827
12/5/1984	271.56	0.0034	84653.45	-3.05	-3.05	230.43	1.245	0.052	104.58	131.203
12/6/1984	272.78	0.0033	85316.78	-3.47	-3.47	217.28	0.044	0.002	108.02	130.938
12/7/1984	274.51	0.0031	85207.32	-1.36	-1.36	224.35	0.000	0.000	108.80	130.398
12/8/1984	275.14	0.0033	84681.56	-0.11	-0.11	256.04	0.247	0.010	60.87	130.119
12/9/1984	275.01	0.0044	84954.73	0.57	0.57	285.33	1.284	0.053	73.16	130.997
12/10/1984	275.09	0.0047	84343.75	2.27	2.27	290.70	17.598	0.733	67.38	141.099
12/11/1984	273.36	0.0041	84152.02	2.48	2.48	272.35	2.410	0.100	99.32	145.500
12/12/1984	273.49	0.0040	84156.34	5.09	5.09	277.93	0.706	0.029	87.57	145.877
12/13/1984	268.68	0.0025	84393.91	-1.41	-1.41	204.49	0.646	0.027	104.30	146.603
12/14/1984	268.70	0.0022	84512.62	-5.06	-5.06	195.24	3.478	0.145	104.16	149.080
12/15/1984	271.51	0.0032	83816.90	2.18	2.18	274.02	13.166	0.549	45.59	164.009
12/16/1984	268.90	0.0030	83739.28	3.42	3.42	255.74	14.692	0.612	84.64	187.854
12/17/1984	267.08	0.0024	84436.06	-0.70	-0.70	230.70	1.359	0.057	89.13	189.987
12/18/1984	267.63	0.0021	84200.18	-1.43	-1.43	221.51	0.053	0.002	82.81	189.952
12/19/1984	266.98	0.0022	84295.68	-3.17	-3.17	206.21	0.076	0.003	96.70	189.962
12/20/1984	266.75	0.0021	84289.57	0.01	0.01	183.97	0.000	0.000	106.76	189.856
12/21/1984	269.15	0.0029	84937.48	1.17	1.17	219.88	0.000	0.000	106.12	189.723
12/22/1984	268.48	0.0024	85438.75	-2.70	-2.70	189.73	0.000	0.000	106.67	189.571
12/23/1984	271.27	0.0024	85346.16	-1.72	-1.72	201.28	0.000	0.000	106.97	189.358
12/24/1984	271.22	0.0026	85093.81	-3.87	-3.87	197.02	0.051	0.002	107.25	189.168
12/25/1984	270.26	0.0024	84642.54	-1.91	-1.91	194.67	0.051	0.002	107.14	189.068
12/26/1984	271.09	0.0029	84039.41	-0.64	-0.64	258.20	0.000	0.000	80.32	188.910
12/27/1984	271.62	0.0031	83950.76	2.30	2.30	226.66	0.000	0.000	106.02	188.772
12/28/1984	270.78	0.0031	84053.63	3.13	3.13	216.26	0.000	0.000	105.82	188.608
12/29/1984	269.19	0.0024	84828.03	1.62	1.62	202.15	0.000	0.000	104.12	188.470
12/30/1984	272.55	0.0033	85276.17	2.25	2.25	265.35	0.192	0.008	88.34	188.567
12/31/1984	270.19	0.0027	85484.48	-2.98	-2.98	193.69	0.000	0.000	109.82	188.479
1/1/1985	270.25	0.0023	85807.38	-4.57	-4.57	190.36	0.181	0.008	109.71	188.391
1/2/1985	271.29	0.0025	85857.37	-4.30	-4.30	210.93	0.000	0.000	106.22	188.381
1/3/1985	271.84	0.0028	85834.51	-3.82	-3.82	215.78	0.000	0.000	109.52	188.164
1/4/1985	272.01	0.0027	85857.03	-3.14	-3.14	207.87	0.000	0.000	111.15	187.881
1/5/1985	274.15	0.0029	85557.40	-1.14	-1.14	263.60	0.333	0.014	93.05	187.717
1/6/1985	274.60	0.0035	84969.77	-2.07	-2.07	295.52	0.391	0.016	76.06	187.953
1/7/1985	273.99	0.0042	84484.12	-0.07	-0.07	306.14	9.851	0.410	72.47	195.424
1/8/1985	271.63	0.0036	84533.00	2.01	2.01	240.56	1.742	0.073	106.01	198.295
1/9/1985	270.90	0.0035	84689.81	0.43	0.43	229.09	0.305	0.013	93.64	198.805
1/10/1985	270.85	0.0032	85085.15	-3.47	-3.47	204.95	0.100	0.004	116.55	198.861
1/11/1985	270.57	0.0026	85570.19	-3.27	-3.27	197.06	0.000	0.000	116.01	198.688
1/12/1985	270.34	0.0024	85671.41	-5.69	-5.69	187.40	0.000	0.000	118.34	198.494
1/13/1985	271.02	0.0024	85372.46	-4.35	-4.35	198.93	0.000	0.000	120.01	198.291
1/14/1985	271.96	0.0026	85272.48	-1.38	-1.38	210.78	0.001	0.000	117.27	197.982
1/15/1985	274.49	0.0030	85314.31	-1.29	-1.29	227.77	0.000	0.000	114.16	197.479
1/16/1985	274.03	0.0029	85474.28	-4.74	-4.74	225.53	0.116	0.005	119.58	196.981
1/17/1985	274.59	0.0030	85691.43	-3.72	-3.72	226.32	0.137	0.006	120.14	196.424
1/18/1985	275.08	0.0029	85275.23	-0.34	-0.34	227.30	0.000	0.000	120.06	195.470
1/19/1985	275.28	0.0028	85012.61	-0.61	-0.61	227.51	0.000	0.000	123.42	194.464
1/20/1985	275.07	0.0032	84959.49	-0.58	-0.58	232.29	0.000	0.000	118.70	193.448
1/21/1985	273.56	0.0033	84765.63	-1.36	-1.36	212.01	0.004	0.000	126.65	192.539
1/22/1985	272.25	0.0029	84945.90	-4.13	-4.13	199.86	0.000	0.000	128.76	191.923
1/23/1985	271.55	0.0027	84953.11	-3.62	-3.62	196.89	0.166	0.007	130.13	191.651
1/24/1985	270.44	0.0026	84913.32	-2.59	-2.59	223.82	0.390	0.016	77.58	191.993
1/25/1985	269.60	0.0026	85037.85	-2.21	-2.21	222.95	0.229	0.010	77.39	193.371
1/26/1985	271.76	0.0035	85039.55	-1.77	-1.77	278.23	11.137	0.464	90.03	206.499
1/27/1985	270.17	0.0028	84978.52	-0.85	-0.85	204.79	0.098	0.004	135.81	207.881
1/28/1985	270.72	0.0034	84561.71	2.84	2.84	256.77	9.451	0.394	52.07	217.379
1/29/1985	267.51	0.0025	84591.66	1.57	1.57	193.53	0.149	0.006	134.20	218.882
1/30/1985	266.80	0.0022	84778.35	-2.04	-2.04	187.12	0.004	0.000	143.35	218.789
1/31/1985	266.96	0.0022	84728.98	-0.43	-0.43	212.13	0.273	0.011	97.44	218.951
2/1/1985	267.62	0.0022	84412.19	0.05	0.05	229.68	0.192	0.008	108.96	219.639
2/2/1985	268.40	0.0026	83926.75	1.78	1.78	221.14	4.030	0.168	131.62	224.418
2/3/1985	268.15	0.0025	84038.17	3.02	3.02	249.87	1.349	0.056	75.33	225.936
2/4/1985	266.96	0.0022	84520.57	-0.68	-0.68	205.17	0.004	0.000	146.74	226.393
2/5/1985	267.45	0.0018	84830.60	0.20	0.20	223.51	0.015	0.001	107.02	226.299
2/6/1985	269.30	0.0022	84708.49	1.83	1.83	206.94	0.000	0.000	100.83	226.297
2/7/1985	272.35	0.0038	84482.37	3.38	3.38	286.49	27.424	1.143	76.10	256.005
2/8/1985	274.41	0.0045	83712.88	6.85	6.85	293.11	67.078	2.795	81.87	306.467
2/9/1985	268.74	0.0028	84328.09	3.96	3.96	222.86	1.067	0.044	128.20	312.765
2/10/1985	268.12	0.0023	85132.90	-0.21	-0.21	205.74	0.043	0.002	135.49	312.779
2/11/1985	272.54	0.0027	85408.09	0.88	0.88	276.62	0.366	0.015	83.17	312.835
2/12/1985	276.16	0.0043	85478.20	1.53	1.53	298.92	0.637	0.027	108.74	312.793
2/13/1985	275.58	0.0040	85523.29	-3.12	-3.12	224.53	0.000	0.000	158.98	311.770
2/14/1985	276.58	0.0036	85674.99	-2.01	-2.01	224.12	0.000	0.000	155.83	309.887
2/15/1985	279.40	0.0037	85543.02	1.27	1.27	244.82	0.000	0.000	158.50	306.490
2/16/1985	279.11	0.0036	84973.62	-0.42	-0.42	249.00	0.000	0.000	135.29	302.479
2/17/1985	278.79	0.0041	84745.60	-1.68	-1.68	276.31	0.000	0.000	157.72	298.391
2/18/1985	276.56	0.0037	85058.77	-3.66	-3.66	218.02	0.000	0.000	168.96	294.305
2/19/1985	277.74	0.0038	84924.06	0.32	0.32	232.77	0.000	0.000	155.35	289.950
2/20/1985	273.74	0.0033	84414.62	0.34	0.34	213.07	0.003	0.000	169.51	286.854
2/21/1985	273.41	0.0028	84798.24	-5.65	-5.65	211.27	0.000	0.000	173.49	284.993
2/22/1985	277.26	0.0037	85150.37	-4.15	-4.15	229.72	0.000	0.000	175.46	281.281
2/23/1985	276.01	0.0034	85380.79	-4.31	-4.31	219.43	0.000	0.000	179.76	277.158
2/24/1985	276.68	0.0031	85505.56	-1.03	-1.03	218.80	0.000	0.000	179.38	273.242
2/25/1985	275.77	0.0035	85334.00	-1.12	-1.12	223.71	0.000	0.000	184.36	269.328
2/26/1985	273.93	0.0030	85043.74	-4.28	-4.28	210.61	0.000	0.000	177.31	266.279
2/27/1985	275.22	0.0032	84996.57	-5.77	-5.77	231.94	0.000	0.000	187.98	263.124
2/28/1985	276.64	0.0029	85269.15	-3.47	-3.47	213.05	0.011	0.000	188.34	258.799
3/1/1985	278.04	0.0033	84801.25	2.64	2.64	242.43	0.257	0.011	133.53	255.349
3/2/1985	272.24	0.0032	83919.76	1.37	1.37	276.65	7.189	0.300	100.12	262.171
3/3/1985	269.93	0.0021	84511.88	-0.84	-0.84	201.02	3.416	0.142	197.55	264.605
3/4/1985	271.10	0.0029	84159.06	3.72	3.72	258.05	7.527	0.314	100.92	272.245
3/5/1985	269.39	0.0028	84136.92	2.23	2.23	254.84	1.038	0.043	116.97	277.152
3/6/1985	269.47	0.0030	83838.08	2.69	2.69	253.32	17.388	0.725	166.89	296.764
3/7/1985	269.68	0.0030	84056.62	1.64	1.64	260.91	18.022	0.751	122.89	316.372
3/8/1985	269.54	0.0027	84924.38	-2.20	-2.20	220.60	0.575	0.024	183.90	318.681
3/9/1985	273.86	0.0033	84955.13	-1.95	-1.95	244.43	0.206	0.009	141.21	318.328
3/10/1985	275.49	0.0044	84666.71	0.39	0.39	285.73	9.730	0.405	100.81	324.849
3/11/1985	274.57	0.0042	84769.08	1.05	1.05	288.04	4.132	0.172	130.24	330.352
3/12/1985	273.93	0.0035	84782.61	1.66	1.66	212.66	0.138	0.006	222.10	329.682
3/13/1985	274.93	0.0030	84969.38	-3.57	-3.57	207.63	0.000	0.000	223.69	327.278
3/14/1985	276.01	0.0029	84855.25	-2.99	-2.99	211.28	0.000	0.000	227.77	323.620
3/15/1985	277.46	0.0030	84781.81	-2.16	-2.16	214.64	0.111	0.005	230.17	318.616
3/16/1985	277.25	0.0034	84844.61	-0.32	-0.32	220.80	0.138	0.006	227.71	312.925
3/17/1985	276.32	0.0037	84963.68	-0.03	-0.03	230.53	0.030	0.001	211.36	307.327
3/18/1985	277.74	0.0045	84757.39	0.71	0.71	281.02	8.541	0.356	185.58	307.500
3/19/1985	278.35	0.0041	85051.53	0.06	0.06	237.47	0.034	0.001	225.74	301.574
3/20/1985	278.85	0.0038	85195.91	2.22	2.22	231.33	0.000	0.000	235.35	294.189
3/21/1985	275.01	0.0035	84975.16	2.77	2.77	214.76	0.388	0.016	231.43	289.039
3/22/1985	273.91	0.0026	84950.54	0.40	0.40	217.38	0.000	0.000	238.06	284.837
3/23/1985	276.66	0.0038	84957.38	3.15	3.15	233.79	0.146	0.006	237.47	279.092
3/24/1985	276.39	0.0046	84502.41	5.11	5.11	286.03	20.152	0.840	153.43	283.779
3/25/1985	272.03	0.0033	84255.95	3.82	3.82	275.16	8.818	0.367	175.90	289.837
3/26/1985	270.35	0.0032	83927.37	2.78	2.78	257.93	14.260	0.594	159.76	307.792
3/27/1985	271.45	0.0035	83382.44	6.99	6.99	271.09	23.103	0.963	112.80	340.520
3/28/1985	270.15	0.0032	83822.31	5.05	5.05	267.13	13.157	0.548	125.22	361.784
3/29/1985	269.25	0.0026	84790.48	-0.29	-0.29	196.17	0.027	0.001	253.73	362.573
3/30/1985	274.73	0.0033	85450.70	-0.85	-0.85	249.36	0.000	0.000	243.11	360.723
3/31/1985	278.60	0.0045	85732.32	-1.65	-1.65	243.48	0.000	0.000	257.33	355.030
4/1/1985	281.68	0.0048	85764.02	-3.99	-3.99	241.64	0.000	0.000	269.39	344.610
4/2/1985	284.30	0.0057	85589.77	-1.97	-1.97	253.57	0.000	0.000	270.53	330.580
4/3/1985	284.63	0.0051	85147.94	2.13	2.13	247.70	0.000	0.000	273.94	316.287
4/4/1985	282.57	0.0047	84813.52	-2.21	-2.21	251.52	0.000	0.000	271.63	303.755
4/5/1985	283.63	0.0049	84791.67	-3.02	-3.02	254.99	0.000	0.000	267.21	290.968
4/6/1985	285.07	0.0057	84880.98	0.89	0.89	262.05	0.000	0.000	276.80	277.153
4/7/1985	283.58	0.0047	85182.48	0.79	0.79	249.49	0.001	0.000	277.88	264.476
4/8/1985	284.35	0.0047	85252.57	0.39	0.39	255.81	0.002	0.000	277.78	252.446
4/9/1985	284.56	0.0050	85022.45	0.94	0.94	252.77	0.000	0.000	284.82	240.265
4/10/1985	281.70	0.0051	84720.74	2.61	2.61	248.12	0.002	0.000	278.25	229.337
4/11/1985	279.77	0.0051	84997.95	2.44	2.44	244.20	0.003	0.000	284.15	220.299
4/12/1985	282.24	0.0045	85522.77	-1.11	-1.11	244.78	0.041	0.002	289.62	211.291
4/13/1985	286.04	0.0050	85600.75	-3.26	-3.26	260.30	0.048	0.002	291.54	200.402
4/14/1985	288.55	0.0056	85121.76	-0.51	-0.51	266.47	0.000	0.000	292.32	188.976
4/15/1985	285.19	0.0053	84467.52	1.71	1.71	272.48	0.037	0.002	245.47	179.306
4/16/1985	279.76	0.0047	84119.81	1.96	1.96	254.99	0.000	0.000	257.17	173.226
4/17/1985	278.74	0.0049	84242.29	2.29	2.29	287.85	1.245	0.052	227.08	169.016
4/18/1985	278.86	0.0049	84462.58	2.87	2.87	255.18	1.073	0.045	233.32	164.685
4/19/1985	276.25	0.0042	84451.54	6.00	6.00	266.76	2.762	0.115	252.11	162.809
4/20/1985	272.08	0.0029	84241.52	3.34	3.34	255.89	1.872	0.078	154.30	162.446
4/21/1985	273.24	0.0040	83998.09	3.21	3.21	302.01	3.772	0.157	125.45	164.410
4/22/1985	276.09	0.0043	84468.22	2.91	2.91	247.44	0.027	0.001	295.28	162.959
4/23/1985	279.42	0.0045	85027.27	4.12	4.12	247.74	0.268	0.011	294.69	158.576
4/24/1985	277.27	0.0030	85246.05	-0.98	-0.98	210.92	0.000	0.000	315.97	154.443
4/25/1985	274.83	0.0028	84824.51	-0.74	-0.74	209.37	0.000	0.000	311.20	151.306
4/26/1985	275.13	0.0026	84687.69	-4.31	-4.31	215.27	0.013	0.001	312.82	148.364
4/27/1985	280.99	0.0039	84730.19	-3.54	-3.54	240.31	0.000	0.000	316.09	143.745
4/28/1985	283.07	0.0048	84775.81	2.35	2.35	258.86	0.000	0.000	280.79	138.187
4/29/1985	282.87	0.0048	85129.32	1.81	1.81	287.85	0.000	0.000	267.35	133.144
4/30/1985	284.68	0.0049	85089.08	0.19	0.19	257.85	0.044	0.002	308.10	127.611
5/1/1985	286.10	0.0054	84876.17	1.77	1.77	260.78	0.000	0.000	319.24	121.247
5/2/1985	284.85	0.0052	84704.78	2.58	2.58	265.02	0.000	0.000	315.29	115.506
5/3/1985	280.96	0.0049	84766.52	3.94	3.94	242.73	0.000	0.000	331.50	111.089
5/4/1985	279.04	0.0039	84876.70	-0.87	-0.87	223.41	0.000	0.000	335.69	107.510
5/5/1985	282.47	0.0041	84498.50	-1.39	-1.39	238.51	0.000	0.000	335.13	103.489
5/6/1985	281.66	0.0046	84287.34	2.81	2.81	241.29	0.000	0.000	325.17	99.454
5/7/1985	279.74	0.0046	84511.49	2.44	2.44	245.73	0.000	0.000	310.76	96.183
5/8/1985	278.82	0.0042	84623.60	2.97	2.97	239.50	0.000	0.000	324.88	93.306
5/9/1985	279.69	0.0043	84479.17	2.98	2.98	255.64	0.000	0.000	329.80	90.445
5/10/1985	277.79	0.0042	84316.35	3.81	3.81	249.96	0.033	0.001	295.93	87.949
5/11/1985	277.92	0.0046	84656.03	2.18	2.18	253.26	0.000	0.000	304.30	85.569
5/12/1985	279.18	0.0039	84737.80	1.18	1.18	234.08	0.000	0.000	332.61	82.907
5/13/1985	283.14	0.0039	84987.80	-0.44	-0.44	252.27	0.000	0.000	319.37	79.677
5/14/1985	283.14	0.0047	84815.69	2.43	2.43	246.92	0.000	0.000	345.85	76.283
5/15/1985	281.10	0.0037	84645.99	-3.29	-3.29	230.07	0.000	0.000	347.52	73.467
5/16/1985	282.72	0.0047	84648.86	-1.82	-1.82	251.32	0.000	0.000	335.63	70.519
5/17/1985	282.35	0.0055	84881.52	1.49	1.49	251.44	0.000	0.000	344.55	67.531
5/18/1985	283.54	0.0054	84802.22	1.71	1.71	252.36	0.000	0.000	343.96	64.476
5/19/1985	285.56	0.0061	84493.22	3.15	3.15	268.10	0.000	0.000	344.48	61.142
5/20/1985	284.30	0.0061	84630.35	3.97	3.97	262.55	0.018	0.001	346.42	58.075
5/21/1985	285.22	0.0054	84998.33	0.03	0.03	262.50	0.000	0.000	347.72	55.274
5/22/1985	288.58	0.0060	85031.69	0.22	0.22	285.97	0.090	0.004	311.43	52.295
5/23/1985	287.95	0.0069	85024.20	2.05	2.05	282.14	0.000	0.000	345.95	49.261
5/24/1985	286.90	0.0065	84912.83	1.88	1.88	271.97	0.000	0.000	349.11	46.441
5/25/1985	285.51	0.0056	84650.73	2.05	2.05	255.95	0.000	0.000	353.43	44.031
5/26/1985	283.17	0.0053	84427.70	2.69	2.69	248.41	0.000	0.000	353.15	42.032
5/27/1985	282.33	0.0058	84464.73	3.07	3.07	253.34	0.010	0.000	351.75	40.257
5/28/1985	279.79	0.0053	84539.48	4.20	4.20	264.77	1.481	0.062	211.59	39.476
5/29/1985	277.16	0.0043	84658.77	4.43	4.43	268.63	4.142	0.173	318.25	40.252
5/30/1985	280.26	0.0040	84737.57	0.20	0.20	236.98	0.016	0.001	355.25	38.775
5/31/1985	280.06	0.0045	84298.27	2.41	2.41	280.42	0.045	0.002	154.55	37.797
6/1/1985	277.57	0.0046	84606.49	2.79	2.79	258.85	0.377	0.016	283.91	37.242
6/2/1985	278.70	0.0047	84639.02	1.36	1.36	279.21	2.083	0.087	212.80	36.541
6/3/1985	283.11	0.0055	84644.40	1.05	1.05	269.79	0.164	0.007	328.73	35.275
6/4/1985	286.18	0.0073	84904.92	3.06	3.06	318.24	0.000	0.000	241.85	33.567
6/5/1985	286.48	0.0077	84895.45	2.73	2.73	317.38	0.000	0.000	275.08	31.991
6/6/1985	287.58	0.0079	85045.72	3.56	3.56	304.91	0.004	0.000	325.15	30.261
6/7/1985	288.80	0.0076	85152.03	3.49	3.49	287.81	0.000	0.000	342.56	28.529
6/8/1985	288.58	0.0072	85209.95	1.51	1.51	285.46	0.000	0.000	344.19	26.896
6/9/1985	290.79	0.0069	85040.73	1.30	1.30	289.58	0.000	0.000	338.76	25.282
6/10/1985	290.36	0.0058	84984.79	-1.34	-1.34	278.38	0.000	0.000	337.93	23.808
6/11/1985	291.46	0.0055	85168.15	-4.17	-4.17	280.31	0.000	0.000	350.12	22.392
6/12/1985	293.20	0.0061	85128.20	-1.75	-1.75	292.04	0.000	0.000	341.24	20.948
6/13/1985	293.10	0.0066	84949.59	1.71	1.71	287.83	0.000	0.000	348.89	19.569
6/14/1985	291.40	0.0060	84940.95	0.27	0.27	283.36	0.000	0.000	348.85	18.367
6/15/1985	293.12	0.0073	84866.79	-1.96	-1.96	299.56	0.000	0.000	346.86	17.171
6/16/1985	294.46	0.0083	84827.68	-1.43	-1.43	313.13	0.000	0.000	345.86	15.956
6/17/1985	295.91	0.0086	84981.11	-1.40	-1.40	319.30	0.000	0.000	345.66	14.770
6/18/1985	296.86	0.0091	85152.82	-0.72	-0.72	327.83	0.030	0.001	344.12	13.639
6/19/1985	296.65	0.0090	84816.02	-0.18	-0.18	326.07	1.096	0.046	344.74	12.615
6/20/1985	294.03	0.0089	84537.75	1.53	1.53	324.71	0.107	0.004	343.72	11.747
6/21/1985	293.46	0.0067	84701.51	-1.56	-1.56	294.93	0.000	0.000	351.30	10.995
6/22/1985	293.66	0.0074	84878.76	0.69	0.69	301.83	0.030	0.001	346.90	10.303
6/23/1985	291.10	0.0077	84916.75	3.19	3.19	294.66	0.036	0.001	349.08	9.703
6/24/1985	288.31	0.0055	84774.29	1.81	1.81	267.66	0.000	0.000	355.90	9.255
6/25/1985	285.31	0.0036	84872.94	-0.97	-0.97	238.70	0.000	0.000	361.34	8.912
6/26/1985	287.93	0.0041	85080.09	-2.96	-2.96	255.46	0.000	0.000	353.36	8.547
6/27/1985	290.25	0.0052	85180.95	1.24	1.24	273.77	0.000	0.000	335.61	8.139
6/28/1985	291.10	0.0054	85129.14	1.08	1.08	283.87	0.000	0.000	328.34	7.735
6/29/1985	289.02	0.0052	84950.05	3.32	3.32	282.12	0.000	0.000	348.32	7.383
6/30/1985	286.97	0.0047	85225.98	1.89	1.89	265.30	0.000	0.000	297.60	7.101
7/1/1985	289.82	0.0058	85456.16	0.81	0.81	311.83	0.109	0.005	291.32	6.795
7/2/1985	292.35	0.0069	85598.37	1.21	1.21	294.25	0.129	0.005	357.76	6.433
7/3/1985	293.06	0.0064	85453.36	2.18	2.18	290.05	0.000	0.000	360.34	6.065
7/4/1985	293.79	0.0066	85275.27	3.06	3.06	297.60	0.000	0.000	358.49	5.711
7/5/1985	293.16	0.0066	85227.11	2.25	2.25	291.14	0.000	0.000	361.67	5.389
