Date	TAIR(K)	QAIR(Kg/Kg)	PSURF(Pa)	WINDE(m/s)	WINDN(m/s)	LRAD(W/m2)	PRCP(mm/day)	PRCP_avg(mm/day)	SRAD(W/m2)	SWE
6/6/2004	288.14	0.0057	84699.59	2.20	2.20	271.00	0.009	0.000	348.07	30.216
6/7/2004	286.15	0.0054	84298.19	4.27	4.27	255.77	0.018	0.001	354.23	28.696
6/8/2004	281.53	0.0044	84248.08	1.36	1.36	245.88	1.064	0.044	335.72	27.620
6/9/2004	282.35	0.0051	84381.52	3.64	3.64	288.18	0.955	0.040	247.91	26.716
6/10/2004	283.05	0.0062	84818.86	3.61	3.61	286.38	2.879	0.120	322.81	25.721
6/11/2004	285.03	0.0058	84825.37	1.13	1.13	266.27	0.034	0.001	344.19	24.505
6/12/2004	285.87	0.0053	84878.82	1.89	1.89	284.78	0.290	0.012	307.91	23.343
6/13/2004	288.29	0.0057	85023.86	1.53	1.53	277.94	0.070	0.003	347.89	22.107
6/14/2004	289.48	0.0067	85036.29	-0.95	-0.95	285.37	0.000	0.000	343.54	20.746
6/15/2004	290.41	0.0054	84913.13	-4.08	-4.08	268.84	0.000	0.000	354.49	19.448
6/16/2004	290.25	0.0056	84709.94	-4.20	-4.20	277.11	0.068	0.003	346.99	18.289
6/17/2004	290.71	0.0056	84805.76	-2.97	-2.97	281.94	0.156	0.007	350.79	17.209
6/18/2004	290.89	0.0067	84927.74	1.41	1.41	289.25	0.124	0.005	346.61	16.201
6/19/2004	290.34	0.0069	85168.63	1.95	1.95	283.92	0.035	0.001	352.26	15.246
6/20/2004	290.37	0.0060	85239.24	1.33	1.33	277.83	0.020	0.001	349.68	14.380
6/21/2004	291.00	0.0055	84908.63	-2.19	-2.19	285.19	0.348	0.014	349.90	13.558
6/22/2004	292.47	0.0058	84665.94	-2.21	-2.21	288.93	0.129	0.005	350.58	12.744
6/23/2004	292.00	0.0067	84889.36	0.92	0.92	287.86	0.000	0.000	351.01	11.974
6/24/2004	291.21	0.0063	85173.39	1.28	1.28	295.42	0.000	0.000	325.65	11.288
6/25/2004	291.05	0.0059	85273.90	1.89	1.89	279.85	0.040	0.002	351.62	10.662
6/26/2004	290.64	0.0059	85167.14	2.11	2.11	275.47	0.040	0.002	354.10	10.078
6/27/2004	290.92	0.0061	84859.95	0.02	0.02	286.15	0.484	0.020	336.93	9.525
6/28/2004	293.35	0.0073	84874.95	0.70	0.70	307.79	0.781	0.033	327.84	8.946
6/29/2004	292.12	0.0074	84849.89	1.79	1.79	305.23	0.638	0.027	329.89	8.413
6/30/2004	291.11	0.0077	84822.27	2.32	2.32	303.76	0.584	0.024	326.76	7.937
7/1/2004	290.48	0.0081	85022.52	1.90	1.90	304.52	0.983	0.041	334.15	7.500
7/2/2004	291.43	0.0082	85142.89	1.80	1.80	311.38	0.345	0.014	333.86	7.069
7/3/2004	292.67	0.0079	84976.02	2.08	2.08	316.97	0.115	0.005	333.57	6.652
7/4/2004	292.69	0.0084	84844.35	1.81	1.81	310.95	0.019	0.001	352.97	6.251
7/5/2004	293.88	0.0081	85031.05	0.20	0.20	310.25	0.000	0.000	355.84	5.858
7/6/2004	295.44	0.0076	85220.52	0.84	0.84	313.51	0.091	0.004	350.53	5.478
7/7/2004	294.50	0.0078	84875.05	3.30	3.30	310.57	0.003	0.000	353.98	5.138
7/8/2004	291.97	0.0072	84662.03	1.85	1.85	295.07	0.000	0.000	357.69	4.860
7/9/2004	289.72	0.0062	84699.55	2.98	2.98	279.24	0.017	0.001	360.00	4.629
7/10/2004	289.06	0.0059	84831.11	2.17	2.17	276.06	0.017	0.001	358.37	4.429
7/11/2004	290.61	0.0059	84969.73	1.14	1.14	283.60	0.000	0.000	356.38	4.226
7/12/2004	292.53	0.0054	84828.84	1.15	1.15	284.70	0.000	0.000	358.16	4.016
7/13/2004	292.46	0.0052	84833.90	1.15	1.15	281.73	0.000	0.000	359.62	3.814
7/14/2004	292.71	0.0055	85031.46	2.02	2.02	288.33	0.000	0.000	355.96	3.625
7/15/2004	292.31	0.0049	85143.57	1.64	1.64	278.44	0.000	0.000	357.50	3.449
7/16/2004	292.98	0.0048	85070.25	1.27	1.27	296.94	0.017	0.001	321.68	3.282
7/17/2004	293.90	0.0061	84911.73	2.40	2.40	327.00	0.021	0.001	321.64	3.116
7/18/2004	292.97	0.0071	85000.98	2.27	2.27	329.75	0.047	0.002	313.97	2.961
7/19/2004	291.97	0.0082	85079.05	2.64	2.64	319.75	0.004	0.000	316.33	2.815
7/20/2004	291.79	0.0090	85038.52	1.54	1.54	313.01	0.000	0.000	345.44	2.676
7/21/2004	293.99	0.0070	85028.59	0.46	0.46	302.02	0.000	0.000	348.13	2.540
7/22/2004	295.23	0.0066	84953.34	0.93	0.93	305.74	0.000	0.000	347.50	2.406
7/23/2004	296.22	0.0070	84874.45	0.72	0.72	314.86	0.089	0.004	337.22	2.272
7/24/2004	296.81	0.0076	84921.29	1.50	1.50	325.62	0.141	0.006	334.63	2.144
7/25/2004	295.63	0.0077	85148.74	3.00	3.00	321.92	0.045	0.002	336.63	2.027
7/26/2004	295.17	0.0068	85101.45	2.22	2.22	310.87	0.003	0.000	342.43	1.923
7/27/2004	294.72	0.0063	84896.85	2.22	2.22	303.46	0.000	0.000	343.18	1.827
7/28/2004	294.99	0.0061	84948.52	1.38	1.38	306.59	0.000	0.000	339.76	1.738
7/29/2004	293.84	0.0060	84895.87	2.92	2.92	293.27	0.000	0.000	344.60	1.656
7/30/2004	292.60	0.0051	84777.84	1.74	1.74	281.30	0.044	0.002	344.32	1.587
7/31/2004	292.36	0.0055	84659.42	1.09	1.09	288.11	0.043	0.002	339.62	1.521
8/1/2004	291.38	0.0052	84734.95	1.72	1.72	294.83	0.003	0.000	266.92	1.463
8/2/2004	288.92	0.0044	84867.63	2.32	2.32	272.23	0.000	0.000	328.25	1.417
8/3/2004	289.04	0.0050	84985.68	1.08	1.08	270.02	0.000	0.000	331.75	1.370
8/4/2004	290.99	0.0048	84766.31	2.65	2.65	283.53	0.000	0.000	328.07	1.320
8/5/2004	289.64	0.0048	84806.16	2.86	2.86	270.52	0.000	0.000	329.79	1.275
8/6/2004	289.23	0.0050	85021.54	2.95	2.95	285.77	0.015	0.001	324.01	1.233
8/7/2004	290.83	0.0055	85195.96	-0.63	-0.63	279.94	0.038	0.002	327.02	1.189
8/8/2004	294.29	0.0047	85147.17	-2.72	-2.72	293.76	0.000	0.000	322.52	1.137
8/9/2004	295.56	0.0052	85209.67	0.85	0.85	300.38	0.000	0.000	322.35	1.084
8/10/2004	295.20	0.0047	85237.26	0.84	0.84	290.26	0.000	0.000	322.88	1.037
8/11/2004	296.72	0.0050	85128.44	1.15	1.15	301.84	0.000	0.000	318.99	0.989
8/12/2004	296.86	0.0054	85054.07	1.39	1.39	308.78	0.015	0.001	313.15	0.942
8/13/2004	296.64	0.0061	85035.71	1.59	1.59	327.15	0.136	0.006	305.00	0.899
8/14/2004	295.03	0.0054	85058.26	1.72	1.72	309.48	0.070	0.003	307.21	0.861
8/15/2004	293.41	0.0049	85064.20	1.84	1.84	299.93	0.000	0.000	309.30	0.829
8/16/2004	292.69	0.0062	85090.69	1.71	1.71	308.68	0.000	0.000	300.56	0.798
8/17/2004	293.06	0.0067	85152.91	1.83	1.83	315.01	0.000	0.000	301.59	0.768
8/18/2004	294.55	0.0058	85084.84	-0.24	-0.24	307.41	0.000	0.000	304.83	0.737
8/19/2004	296.31	0.0060	84948.97	0.39	0.39	319.26	0.065	0.003	293.22	0.706
8/20/2004	294.58	0.0063	85054.64	1.42	1.42	316.91	0.119	0.005	293.73	0.677
8/21/2004	293.76	0.0060	84971.84	2.76	2.76	302.47	0.067	0.003	302.48	0.651
8/22/2004	290.66	0.0055	84656.92	3.97	3.97	308.56	0.065	0.003	236.23	0.630
8/23/2004	287.99	0.0073	84561.66	3.02	3.02	307.15	0.034	0.001	274.05	0.613
8/24/2004	288.72	0.0068	84640.40	3.45	3.45	302.48	0.228	0.010	267.74	0.595
8/25/2004	288.56	0.0060	84729.23	4.76	4.76	287.31	0.003	0.000	293.85	0.578
8/26/2004	286.78	0.0057	84848.74	1.59	1.59	273.49	0.000	0.000	296.15	0.564
8/27/2004	288.33	0.0051	85196.48	-5.61	-5.61	275.79	0.022	0.001	294.70	0.549
8/28/2004	290.95	0.0043	85168.38	-3.89	-3.89	279.89	0.030	0.001	293.87	0.532
8/29/2004	293.57	0.0040	85034.97	-2.31	-2.31	289.67	0.000	0.000	291.41	0.513
8/30/2004	294.71	0.0045	84989.63	-0.12	-0.12	297.69	0.000	0.000	288.80	0.495
8/31/2004	294.44	0.0041	85115.13	1.94	1.94	297.44	0.000	0.000	286.51	0.477
9/1/2004	293.20	0.0046	85148.70	2.45	2.45	301.13	0.000	0.000	240.63	0.461
9/2/2004	290.02	0.0046	84855.78	1.69	1.69	280.20	0.009	0.000	271.60	0.448
9/3/2004	285.63	0.0036	84604.11	-3.03	-3.03	255.04	0.042	0.002	276.62	0.438
9/4/2004	286.67	0.0043	84897.78	-2.82	-2.82	271.67	0.064	0.003	271.43	0.428
9/5/2004	290.91	0.0041	85039.37	-1.54	-1.54	279.29	0.000	0.000	271.64	0.415
9/6/2004	293.48	0.0039	85076.72	-1.35	-1.35	285.86	0.000	0.000	270.08	0.401
9/7/2004	294.17	0.0036	85032.40	0.78	0.78	285.76	0.000	0.000	267.83	0.387
9/8/2004	294.21	0.0032	84906.19	1.67	1.67	277.87	0.000	0.000	266.94	0.373
9/9/2004	293.84	0.0035	84813.32	2.12	2.12	283.69	0.000	0.000	263.80	0.361
9/10/2004	292.86	0.0034	84815.98	2.23	2.23	277.34	0.025	0.001	261.45	0.350
9/11/2004	293.58	0.0035	85038.16	1.89	1.89	288.18	0.000	0.000	258.12	0.338
9/12/2004	292.04	0.0044	84734.42	4.41	4.41	296.02	0.000	0.000	246.50	0.328
9/13/2004	287.90	0.0046	84599.73	3.98	3.98	272.77	0.000	0.000	255.15	0.320
9/14/2004	285.88	0.0042	84804.23	-1.95	-1.95	258.29	0.000	0.000	251.67	0.313
9/15/2004	288.28	0.0034	84750.08	-2.89	-2.89	272.54	0.000	0.000	248.48	0.306
9/16/2004	290.25	0.0053	84578.81	1.69	1.69	286.49	0.000	0.000	246.13	0.298
9/17/2004	290.19	0.0052	84419.78	3.95	3.95	287.32	0.023	0.001	241.94	0.291
9/18/2004	284.14	0.0047	84096.77	5.26	5.26	260.70	0.006	0.000	239.35	0.285
9/19/2004	279.69	0.0036	83928.88	4.03	4.03	273.73	3.251	0.135	176.29	0.303
9/20/2004	278.79	0.0042	84713.80	2.19	2.19	262.98	1.415	0.059	228.35	0.368
9/21/2004	282.04	0.0034	85440.17	-2.41	-2.41	244.90	0.073	0.003	238.82	0.314
9/22/2004	286.25	0.0032	85285.76	-2.56	-2.56	264.30	0.000	0.000	234.64	0.306
9/23/2004	288.97	0.0040	85099.98	0.14	0.14	275.04	0.000	0.000	232.65	0.299
9/24/2004	290.43	0.0037	85117.81	-0.02	-0.02	272.01	0.264	0.011	232.71	0.291
9/25/2004	291.12	0.0031	85097.13	0.48	0.48	270.48	0.106	0.004	229.52	0.284
9/26/2004	290.03	0.0032	85020.67	1.83	1.83	264.50	0.001	0.000	230.39	0.276
9/27/2004	290.45	0.0029	84889.91	0.03	0.03	265.07	0.000	0.000	223.25	0.269
9/28/2004	289.62	0.0030	84753.74	-0.02	-0.02	270.40	0.000	0.000	221.42	0.263
9/29/2004	288.58	0.0042	84715.54	1.87	1.87	278.61	0.284	0.012	213.39	0.257
9/30/2004	287.43	0.0049	84499.72	0.73	0.73	274.02	0.041	0.002	216.70	0.257
10/1/2004	287.52	0.0047	84757.31	-1.04	-1.04	273.52	0.037	0.002	216.65	0.093
10/2/2004	288.59	0.0049	85091.22	0.29	0.29	283.52	0.075	0.003	199.59	0.050
10/3/2004	289.35	0.0048	85204.34	-0.49	-0.49	290.88	0.100	0.004	209.28	0.031
10/4/2004	289.69	0.0048	85134.94	-0.48	-0.48	288.99	0.361	0.015	207.02	0.022
10/5/2004	288.85	0.0042	85019.02	1.71	1.71	273.64	0.165	0.007	208.02	0.017
10/6/2004	288.65	0.0046	84966.05	2.24	2.24	280.16	0.000	0.000	200.25	0.013
10/7/2004	288.16	0.0052	85015.48	2.16	2.16	278.21	0.000	0.000	205.67	0.011
10/8/2004	287.91	0.0048	84964.82	3.02	3.02	280.63	0.036	0.002	198.17	0.009
10/9/2004	284.50	0.0055	84645.17	2.93	2.93	268.97	0.878	0.037	203.47	0.008
10/10/2004	281.92	0.0034	84819.16	-4.41	-4.41	238.83	0.005	0.000	202.47	0.008
10/11/2004	282.20	0.0026	84932.24	-6.86	-6.86	231.90	0.000	0.000	201.04	0.007
10/12/2004	285.24	0.0031	85175.38	-4.90	-4.90	260.86	0.000	0.000	192.93	0.006
10/13/2004	288.38	0.0038	85296.19	-5.41	-5.41	272.42	0.000	0.000	191.55	0.006
10/14/2004	288.78	0.0035	85280.13	-3.57	-3.57	264.27	0.000	0.000	192.68	0.005
10/15/2004	289.48	0.0023	84891.88	-2.15	-2.15	256.49	0.081	0.003	192.76	0.005
10/16/2004	287.55	0.0034	84359.43	2.68	2.68	261.92	0.068	0.003	174.18	0.004
10/17/2004	280.93	0.0060	83761.19	4.43	4.43	291.76	17.442	0.727	90.86	0.211
10/18/2004	277.03	0.0047	83812.80	4.72	4.72	272.13	11.626	0.484	139.64	0.690
10/19/2004	277.49	0.0050	83386.98	2.91	2.91	300.99	30.207	1.259	108.27	2.771
10/20/2004	276.59	0.0049	83296.05	2.64	2.64	294.26	25.669	1.070	129.75	9.720
10/21/2004	276.18	0.0042	84208.20	2.09	2.09	239.26	0.973	0.041	167.10	8.196
10/22/2004	275.02	0.0040	84570.46	2.51	2.51	245.45	0.472	0.020	134.89	6.590
10/23/2004	277.38	0.0054	84536.13	3.44	3.44	321.31	13.790	0.575	81.28	6.909
10/24/2004	277.59	0.0050	84468.14	0.89	0.89	276.76	2.520	0.105	140.26	6.507
10/25/2004	277.01	0.0043	84157.73	2.66	2.66	251.09	0.614	0.026	140.81	5.751
10/26/2004	276.10	0.0046	83451.97	3.19	3.19	294.32	31.504	1.313	121.85	15.374
10/27/2004	274.04	0.0039	83684.36	0.88	0.88	244.34	2.910	0.121	150.89	17.316
10/28/2004	273.78	0.0038	84279.05	3.29	3.29	259.03	1.399	0.058	73.59	17.011
10/29/2004	275.25	0.0042	85012.60	1.26	1.26	269.31	0.100	0.004	122.09	16.404
10/30/2004	277.74	0.0037	85153.63	1.07	1.07	242.08	0.000	0.000	141.88	14.866
10/31/2004	275.52	0.0035	85234.94	-0.30	-0.30	212.45	0.000	0.000	160.82	13.723
11/1/2004	275.08	0.0025	85645.14	-3.87	-3.87	214.60	0.000	0.000	152.00	12.893
11/2/2004	276.12	0.0030	85647.60	-1.37	-1.37	237.65	0.463	0.019	144.27	11.920
11/3/2004	277.08	0.0048	84934.22	1.19	1.19	298.80	13.957	0.582	48.62	13.908
11/4/2004	276.25	0.0043	84461.57	-6.50	-6.50	281.93	1.957	0.082	127.17	14.792
11/5/2004	278.07	0.0038	85098.48	-4.35	-4.35	225.83	0.045	0.002	146.88	13.503
11/6/2004	278.88	0.0036	85081.19	-3.70	-3.70	228.42	0.000	0.000	145.47	12.133
11/7/2004	280.91	0.0040	84925.53	-3.63	-3.63	246.68	0.001	0.000	130.78	10.801
11/8/2004	281.90	0.0050	84758.78	-0.47	-0.47	305.78	0.049	0.002	76.45	9.638
11/9/2004	278.23	0.0051	84807.94	2.70	2.70	271.83	0.069	0.003	116.05	9.028
11/10/2004	279.14	0.0057	85059.52	0.86	0.86	304.89	4.609	0.192	100.14	8.847
11/11/2004	277.43	0.0054	84776.45	1.96	1.96	302.99	7.278	0.303	87.12	9.241
11/12/2004	277.92	0.0052	84949.32	0.38	0.38	266.99	0.420	0.018	130.08	8.889
11/13/2004	279.12	0.0052	84832.94	-1.92	-1.92	272.87	0.080	0.003	122.74	8.253
11/14/2004	278.40	0.0047	85159.07	-3.07	-3.07	235.47	0.005	0.000	127.77	7.713
11/15/2004	278.69	0.0044	85126.87	-1.12	-1.12	256.21	0.000	0.000	112.49	7.252
11/16/2004	280.41	0.0047	85099.38	1.13	1.13	292.38	0.021	0.001	110.48	6.808
11/17/2004	280.43	0.0043	85431.64	0.20	0.20	241.58	0.003	0.000	127.21	6.381
11/18/2004	279.20	0.0039	85569.99	0.29	0.29	228.38	0.000	0.000	127.16	6.018
11/19/2004	276.36	0.0037	85289.29	-2.81	-2.81	222.75	0.000	0.000	125.55	5.795
11/20/2004	273.01	0.0025	85085.04	-4.68	-4.68	196.19	0.000	0.000	126.89	5.661
11/21/2004	271.27	0.0022	84995.45	-6.89	-6.89	189.23	0.000	0.000	125.32	5.571
11/22/2004	273.30	0.0021	84820.32	-3.61	-3.61	215.04	0.000	0.000	104.54	5.493
11/23/2004	274.83	0.0029	84835.26	-1.59	-1.59	225.67	0.000	0.000	120.09	5.403
11/24/2004	276.55	0.0036	85255.66	-1.83	-1.83	232.21	0.003	0.000	116.85	5.259
11/25/2004	276.90	0.0040	85138.34	2.88	2.88	261.07	3.850	0.160	47.51	5.356
11/26/2004	274.90	0.0042	85069.86	0.40	0.40	248.61	1.011	0.042	100.29	5.601
11/27/2004	274.94	0.0043	84405.05	2.76	2.76	292.52	26.785	1.116	82.21	15.671
11/28/2004	269.08	0.0024	85030.06	-2.15	-2.15	186.23	0.336	0.014	118.87	19.657
11/29/2004	268.06	0.0020	85588.48	-3.86	-3.86	177.69	0.000	0.000	118.30	19.209
11/30/2004	269.23	0.0021	85554.57	0.73	0.73	222.57	0.000	0.000	73.97	18.919
12/1/2004	270.67	0.0030	85352.84	-2.65	-2.65	225.63	0.000	0.000	108.14	18.691
12/2/2004	269.53	0.0024	85415.25	-5.83	-5.83	191.68	0.000	0.000	113.70	18.394
12/3/2004	269.60	0.0023	85275.75	-4.91	-4.91	186.01	0.000	0.000	113.02	18.092
12/4/2004	269.93	0.0023	84344.75	-0.36	-0.36	198.13	0.000	0.000	105.61	17.802
12/5/2004	270.73	0.0026	83757.32	0.13	0.13	222.09	0.009	0.000	106.41	17.548
12/6/2004	271.01	0.0030	83782.34	2.67	2.67	256.85	0.086	0.004	66.79	18.785
12/7/2004	274.43	0.0046	83637.98	4.71	4.71	287.98	38.643	1.610	72.08	43.239
12/8/2004	276.48	0.0053	83864.43	5.47	5.47	308.68	48.560	2.023	52.45	59.316
12/9/2004	278.81	0.0062	85149.19	5.13	5.13	286.41	5.200	0.217	89.79	57.088
12/10/2004	279.12	0.0054	85542.58	1.02	1.02	265.99	0.047	0.002	95.18	54.182
12/11/2004	280.21	0.0047	85152.05	0.67	0.67	264.67	0.023	0.001	101.16	51.407
12/12/2004	280.69	0.0050	84859.52	-1.24	-1.24	259.33	0.031	0.001	103.05	48.550
12/13/2004	277.69	0.0048	85203.02	0.81	0.81	234.83	0.040	0.002	100.16	46.638
12/14/2004	277.24	0.0046	85739.45	0.84	0.84	234.28	0.001	0.000	104.14	45.304
12/15/2004	275.44	0.0033	85838.78	-3.27	-3.27	214.89	0.003	0.000	104.03	44.401
12/16/2004	274.79	0.0032	85813.23	-4.69	-4.69	211.72	0.001	0.000	105.54	43.823
12/17/2004	273.91	0.0030	86027.78	-2.75	-2.75	213.99	0.000	0.000	100.54	43.333
12/18/2004	275.98	0.0033	85986.58	-3.60	-3.60	235.65	0.000	0.000	102.63	42.724
12/19/2004	275.95	0.0033	85742.00	-1.47	-1.47	232.28	0.000	0.000	101.45	42.051
12/20/2004	276.78	0.0031	85087.89	-0.22	-0.22	235.72	0.001	0.000	86.59	41.489
12/21/2004	273.34	0.0029	85013.06	-3.89	-3.89	207.82	0.000	0.000	105.32	41.173
12/22/2004	272.85	0.0029	85383.13	-4.84	-4.84	208.60	0.000	0.000	103.41	40.952
12/23/2004	271.39	0.0026	85417.45	-5.22	-5.22	194.66	0.000	0.000	105.72	40.768
12/24/2004	272.73	0.0025	85611.16	-3.90	-3.90	206.64	0.000	0.000	106.28	40.567
12/25/2004	273.01	0.0026	84980.35	0.84	0.84	208.83	0.000	0.000	104.35	40.359
12/26/2004	273.66	0.0035	84089.89	1.96	1.96	242.46	0.423	0.018	77.46	40.379
12/27/2004	274.81	0.0042	83757.56	-1.59	-1.59	268.43	5.621	0.234	68.76	41.667
12/28/2004	275.48	0.0046	83827.52	-3.68	-3.68	301.78	9.802	0.408	66.01	46.422
12/29/2004	273.75	0.0043	83383.93	1.80	1.80	289.81	20.566	0.857	79.58	58.437
12/30/2004	272.47	0.0039	83454.86	5.29	5.29	280.62	39.124	1.630	56.53	106.543
12/31/2004	272.01	0.0039	83514.48	3.40	3.40	278.27	26.212	1.092	76.37	153.584
1/1/2005	270.48	0.0034	83876.35	3.94	3.94	270.90	21.123	0.880	66.00	179.795
1/2/2005	270.29	0.0034	84093.31	0.73	0.73	275.37	12.891	0.537	84.06	192.130
1/3/2005	271.46	0.0036	84022.47	-3.96	-3.96	265.92	4.115	0.171	98.75	197.448
1/4/2005	271.29	0.0034	83848.91	-1.80	-1.80	264.13	0.052	0.002	87.04	197.619
1/5/2005	269.74	0.0033	84566.31	2.14	2.14	224.91	0.107	0.004	93.84	197.599
1/6/2005	270.19	0.0033	84750.38	1.83	1.83	244.35	0.951	0.040	94.91	198.378
1/7/2005	270.84	0.0036	83243.65	0.47	0.47	263.71	26.101	1.088	71.42	219.094
1/8/2005	270.65	0.0034	82913.16	6.28	6.28	265.11	25.140	1.047	83.74	266.599
1/9/2005	271.53	0.0036	83811.62	4.86	4.86	267.23	13.507	0.563	84.59	290.482
1/10/2005	272.60	0.0040	84182.94	1.55	1.55	269.46	1.981	0.083	76.95	293.534
1/11/2005	272.23	0.0039	83615.73	1.82	1.82	273.95	21.828	0.909	53.78	315.027
1/12/2005	269.48	0.0026	84821.26	0.98	0.98	195.20	0.213	0.009	119.31	318.077
1/13/2005	271.30	0.0019	85306.13	0.66	0.66	201.99	0.000	0.000	111.05	317.977
1/14/2005	273.49	0.0025	85284.71	0.11	0.11	253.36	0.000	0.000	94.66	317.864
1/15/2005	276.33	0.0036	85465.03	0.13	0.13	295.43	0.244	0.010	102.16	317.626
1/16/2005	276.29	0.0040	85708.78	0.82	0.82	288.11	2.574	0.107	84.51	318.180
1/17/2005	276.14	0.0041	85792.42	-1.86	-1.86	243.45	0.143	0.006	114.99	317.887
1/18/2005	276.63	0.0040	85828.46	-2.45	-2.45	253.82	0.011	0.000	116.16	316.592
1/19/2005	277.24	0.0039	85768.08	-2.39	-2.39	248.51	0.001	0.000	122.02	314.737
1/20/2005	278.00	0.0037	85408.12	-0.60	-0.60	236.55	0.002	0.000	119.44	312.518
1/21/2005	277.34	0.0037	85090.25	-1.83	-1.83	244.11	0.000	0.000	123.01	310.266
1/22/2005	275.41	0.0034	85055.46	-2.35	-2.35	221.47	0.000	0.000	128.20	308.200
1/23/2005	275.99	0.0036	85164.60	-2.24	-2.24	224.99	0.000	0.000	128.07	305.908
1/24/2005	275.70	0.0041	85050.29	-2.20	-2.20	233.30	0.029	0.001	126.59	303.358
1/25/2005	276.18	0.0048	84807.31	-1.84	-1.84	296.91	3.283	0.137	73.88	303.510
1/26/2005	275.64	0.0050	84290.08	-0.97	-0.97	313.57	17.433	0.726	73.78	312.135
1/27/2005	274.35	0.0045	84381.14	1.83	1.83	273.35	2.883	0.120	117.21	314.698
1/28/2005	273.98	0.0042	84301.23	0.97	0.97	271.70	15.414	0.642	97.96	327.008
1/29/2005	270.54	0.0032	84976.91	0.88	0.88	216.51	0.327	0.014	136.68	330.416
1/30/2005	271.57	0.0029	85454.03	-3.19	-3.19	201.15	0.000	0.000	140.01	329.870
1/31/2005	273.07	0.0030	85552.79	-3.92	-3.92	213.11	0.000	0.000	136.14	329.070
2/1/2005	273.40	0.0030	85600.84	-4.12	-4.12	203.04	0.000	0.000	140.21	328.066
2/2/2005	273.41	0.0027	85824.18	-4.32	-4.32	204.87	0.000	0.000	141.52	326.950
2/3/2005	274.56	0.0031	85625.09	-5.00	-5.00	215.67	0.000	0.000	143.43	325.542
2/4/2005	274.14	0.0033	85206.06	-1.14	-1.14	216.75	0.000	0.000	139.41	323.863
2/5/2005	274.48	0.0035	84788.57	-0.29	-0.29	224.11	0.000	0.000	141.11	322.163
2/6/2005	274.22	0.0036	84219.32	-0.15	-0.15	239.67	0.021	0.001	130.76	320.523
2/7/2005	274.24	0.0041	84247.61	3.52	3.52	286.17	2.671	0.111	94.97	321.283
2/8/2005	271.90	0.0037	84665.71	-2.68	-2.68	228.82	0.095	0.004	139.04	321.201
2/9/2005	272.38	0.0036	84947.23	-3.20	-3.20	231.67	0.002	0.000	140.61	320.086
2/10/2005	273.67	0.0036	84996.46	-4.08	-4.08	233.88	0.000	0.000	147.88	318.620
2/11/2005	273.67	0.0033	84515.73	-3.51	-3.51	235.66	0.012	0.000	123.05	317.196
2/12/2005	275.29	0.0039	84371.66	2.15	2.15	243.32	0.091	0.004	150.36	315.406
2/13/2005	276.34	0.0049	84714.09	2.37	2.37	293.94	8.408	0.350	84.75	316.357
2/14/2005	276.51	0.0051	84697.73	2.41	2.41	305.37	9.827	0.409	105.36	319.191
2/15/2005	276.34	0.0048	84711.60	-1.68	-1.68	294.45	1.249	0.052	105.29	317.597
2/16/2005	276.11	0.0047	84697.53	-3.65	-3.65	312.21	1.531	0.064	82.46	316.641
2/17/2005	275.61	0.0045	84761.41	-3.56	-3.56	269.47	3.764	0.157	153.43	317.575
2/18/2005	275.67	0.0045	84220.70	-3.00	-3.00	257.48	2.250	0.094	123.09	315.206
2/19/2005	276.56	0.0047	83865.31	0.66	0.66	267.07	2.601	0.108	143.66	313.971
2/20/2005	275.86	0.0046	83826.78	2.11	2.11	292.93	25.324	1.055	125.65	327.228
2/21/2005	276.85	0.0048	84158.98	-2.87	-2.87	297.26	2.772	0.116	124.40	328.973
2/22/2005	277.37	0.0051	84279.82	-2.11	-2.11	285.75	1.650	0.069	141.52	326.856
2/23/2005	277.28	0.0047	84664.82	-3.16	-3.16	247.26	0.180	0.007	175.31	322.984
2/24/2005	275.39	0.0042	84872.87	-2.96	-2.96	223.52	0.000	0.000	180.42	319.005
2/25/2005	276.53	0.0043	84808.32	-2.00	-2.00	224.71	0.011	0.000	180.27	314.956
2/26/2005	276.48	0.0041	84509.55	-0.14	-0.14	229.69	0.027	0.001	180.98	310.333
2/27/2005	276.20	0.0044	84606.73	0.20	0.20	258.59	0.357	0.015	129.06	306.847
2/28/2005	276.20	0.0045	84706.75	2.42	2.42	273.12	14.280	0.595	169.05	309.298
3/1/2005	275.43	0.0037	84730.27	1.12	1.12	249.64	0.129	0.005	164.20	306.692
3/2/2005	275.93	0.0046	84470.40	2.92	2.92	277.15	18.177	0.757	182.84	315.971
3/3/2005	274.03	0.0033	84775.74	0.42	0.42	230.87	0.094	0.004	179.02	313.563
3/4/2005	276.83	0.0045	84613.00	-0.31	-0.31	278.15	0.308	0.013	176.52	310.049
3/5/2005	278.19	0.0042	84986.13	-2.74	-2.74	233.08	0.013	0.001	204.75	304.805
3/6/2005	279.39	0.0040	85306.77	-3.67	-3.67	227.02	0.000	0.000	207.37	298.499
3/7/2005	281.02	0.0041	85335.33	-2.65	-2.65	248.82	0.000	0.000	189.60	290.917
3/8/2005	283.17	0.0043	85411.48	-1.89	-1.89	245.04	0.000	0.000	210.65	281.448
3/9/2005	284.95	0.0046	85501.31	-0.20	-0.20	246.43	0.000	0.000	212.37	270.745
3/10/2005	282.73	0.0050	85455.35	-1.20	-1.20	249.27	0.000	0.000	214.19	259.811
3/11/2005	282.80	0.0050	85271.06	-3.63	-3.63	243.26	0.000	0.000	218.63	249.310
